dcDNA_TC_ID	seqnames	strand	transcript_id	exon_number	start.TR	end.TR	start.exon	end.exon	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source	TC.start	TC.end	support	score	consensus_peak	dcDNA_TC_significance
TC_2166	LT934125.1	-	EP0-L2	1	95889	97537	95889	97537	95889	97537	97537	97537	95889	95889	TRUE	NAGATA	97513	97555	10	1950.120803	97534	***
TC_2264	LT934125.1	-	IE180-S	1	102362	107370	102362	107370	102362	107370	107370	107370	102362	102362	TRUE	NAGATA	107352	107405	19	28546.920304	107369	***
TC_2266	LT934125.1	-	IE180	1	102362	107560	102362	107560	102362	107560	107560	107560	102362	102362	TRUE	NAGATA	107462	107574	19	232863.966285	107558	***
TC_2292	LT934125.1	-	NOIR-2	1	110204	111104	110204	111104	110204	111104	111104	111104	110204	110204	TRUE	NAGATA	111087	111117	18	15046.414079	111103	***
TC_232	LT934125.1	+	UL33L3-34-35	1	29338	32415	29338	32415	29338	32415	29338	29338	32415	32415	TRUE	NAGATA	29302	29349	6	425.450581	29334	**
TC_233	LT934125.1	+	UL33-L2-34-35	1	29468	32415	29468	32415	29468	32415	29468	29468	32415	32415	TRUE	NAGATA	29450	29483	12	1432.74604	29466	***
TC_2330	LT934125.1	-	AZURE-S	1	117251	118349	117251	118349	117251	118349	118349	118349	117251	117251	TRUE	NAGATA	118338	118410	15	7520.635869	118398	***
TC_2330	LT934125.1	-	AZURE-S-L	1	117251	118401	117251	118401	117251	118401	118401	118401	117251	117251	TRUE	NAGATA	118338	118410	15	7520.635869	118398	***
TC_2330	LT934125.1	-	AZURE-S-L-splice	1	117251	118401	117251	117361	117251	118401	118401	117361	117251	117251	TRUE	NAGATA	118338	118410	15	7520.635869	118398	***
TC_2330	LT934125.1	-	AZURE-S-L-splice	2	117251	118401	117773	118401	117251	118401	118401	118401	117251	117773	FALSE	NAGATA	118338	118410	15	7520.635869	118398	***
TC_2332	LT934125.1	-	AZURE-M	1	117251	118739	117251	118739	117251	118739	118739	118739	117251	117251	TRUE	NAGATA	118676	118749	10	4611.909962	118720	***
TC_2337	LT934125.1	-	AZURE-L	1	117251	119190	117251	119190	117251	119190	119190	119190	117251	117251	TRUE	NAGATA	119178	119200	3	193.706543	119189	**
TC_240	LT934125.1	+	UL33	1	30240	31198	30240	31198	30240	31198	30240	30240	31198	31198	TRUE	NAGATA	30225	30255	17	9464.044676	30239	***
TC_2404	LT934125.1	-	TRS1_2	1	126752	127083	126752	127083	126752	127083	127083	127083	126752	126752	TRUE	NAGATA	126926	127368	24	45432.305403	127069	***
TC_2404	LT934125.1	-	TRS1_2-L	1	126752	127117	126752	127117	126752	127117	127117	127117	126752	126752	TRUE	NAGATA	126926	127368	24	45432.305403	127069	***
TC_2404	LT934125.1	-	TRS1_2-S	1	126752	127002	126752	127002	126752	127002	127002	127002	126752	126752	TRUE	NAGATA	126926	127368	24	45432.305403	127069	***
TC_2405	LT934125.1	-	TRS1_2-L2	1	126752	127165	126752	127165	126752	127165	127165	127165	126752	126752	TRUE	NAGATA	127124	127214	18	10311.578405	127174	***
TC_2405	LT934125.1	-	TRS1_2-L3	1	126752	127176	126752	127176	126752	127176	127176	127176	126752	126752	TRUE	NAGATA	127124	127214	18	10311.578405	127174	***
TC_241	LT934125.1	+	UL33-34-35	1	30298	32415	30298	32415	30298	32415	30298	30298	32415	32415	TRUE	NAGATA	30288	30309	5	328.197219	30298	**
TC_2418	LT934125.1	-	US1_2	1	126752	128731	126752	128731	126752	128731	128731	128731	126752	126752	TRUE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice	1	126752	128731	126752	128251	126752	128731	128731	128251	126752	126752	TRUE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice	2	126752	128731	128407	128459	126752	128731	128731	128459	126752	128407	FALSE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice	3	126752	128731	128577	128731	126752	128731	128731	128731	126752	128577	FALSE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-2	1	126752	128731	126752	127972	126752	128731	128731	127972	126752	126752	TRUE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-2	2	126752	128731	128147	128731	126752	128731	128731	128731	126752	128147	FALSE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-3	1	126752	128731	126752	127972	126752	128731	128731	127972	126752	126752	TRUE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-3	2	126752	128731	128279	128731	126752	128731	128731	128731	126752	128279	FALSE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-4	1	126752	128731	126752	127973	126752	128731	128731	127973	126752	126752	TRUE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-4	2	126752	128731	128279	128731	126752	128731	128731	128731	126752	128279	FALSE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-5	1	126752	128731	126752	128198	126752	128731	128731	128198	126752	126752	TRUE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-5	2	126752	128731	128321	128731	126752	128731	128731	128731	126752	128321	FALSE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-6	1	126752	128731	126752	127972	126752	128731	128731	127972	126752	126752	TRUE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2418	LT934125.1	-	US1_2-splice-6	2	126752	128731	128290	128731	126752	128731	128731	128731	126752	128290	FALSE	NAGATA	128719	128748	26	1775502.69547	128732	***
TC_2419	LT934125.1	-	US1_2-splice-L2	1	126752	128883	126752	128251	126752	128883	128883	128251	126752	126752	TRUE	NAGATA	128870	128892	3	76.229692	128881	*
TC_2419	LT934125.1	-	US1_2-splice-L2	2	126752	128883	128407	128459	126752	128883	128883	128459	126752	128407	FALSE	NAGATA	128870	128892	3	76.229692	128881	*
TC_2419	LT934125.1	-	US1_2-splice-L2	3	126752	128883	128577	128883	126752	128883	128883	128883	126752	128577	FALSE	NAGATA	128870	128892	3	76.229692	128881	*
TC_2428	LT934125.1	-	PTO-US1_2-nonsp	1	126752	130831	126752	130831	126752	130831	130831	130831	126752	126752	TRUE	NAGATA	130819	130844	12	1253.981711	130833	***
TC_2428	LT934125.1	-	PTO-US1_2-sp	1	126752	130831	126752	127972	126752	130831	130831	127972	126752	126752	TRUE	NAGATA	130819	130844	12	1253.981711	130833	***
TC_2428	LT934125.1	-	PTO-US1_2-sp	2	126752	130831	128147	128198	126752	130831	130831	128198	126752	128147	FALSE	NAGATA	130819	130844	12	1253.981711	130833	***
TC_2428	LT934125.1	-	PTO-US1_2-sp	3	126752	130831	128321	130831	126752	130831	130831	130831	126752	128321	FALSE	NAGATA	130819	130844	12	1253.981711	130833	***
TC_2456	LT934125.1	-	NOIR_2-1S4-2	1	134888	135619	134888	135619	134888	135619	135619	135619	134888	134888	TRUE	NAGATA	135609	135629	5	243.322094	135619	**
TC_2461	LT934125.1	-	NOIR_2-1S3-2	1	134888	135899	134888	135899	134888	135899	135899	135899	134888	134888	TRUE	NAGATA	135876	135911	9	810.808324	135894	**
TC_2465	LT934125.1	-	NOIR_2-1S2-2	1	134888	136103	134888	136103	134888	136103	136103	136103	134888	134888	TRUE	NAGATA	136091	136114	12	1917.857872	136103	***
TC_2466	LT934125.1	-	NOIR_2-1S-2	1	134888	136131	134888	136131	134888	136131	136131	136131	134888	134888	TRUE	NAGATA	136121	136154	3	146.474043	136140	*
TC_2467	LT934125.1	-	NOIR_2-1M-2	1	134888	136235	134888	136235	134888	136235	136235	136235	134888	134888	TRUE	NAGATA	136213	136259	19	31666.752125	136235	***
TC_2467	LT934125.1	-	NOIR_2-1M-splice-2	1	134888	136248	134888	135256	134888	136248	136248	135256	134888	134888	TRUE	NAGATA	136213	136259	19	31666.752125	136235	***
TC_2467	LT934125.1	-	NOIR_2-1M-splice-2	2	134888	136248	135752	136248	134888	136248	136248	136248	134888	135752	FALSE	NAGATA	136213	136259	19	31666.752125	136235	***
TC_2468	LT934125.1	-	NOIR_2-1L-2	1	134888	136285	134888	136285	134888	136285	136285	136285	134888	134888	TRUE	NAGATA	136257	136349	17	13565.037322	136294	***
TC_2470	LT934125.1	-	NOIR_2-1L3-2	1	134888	136409	134888	136409	134888	136409	136409	136409	134888	134888	TRUE	NAGATA	136394	136423	9	363.31387	136408	**
TC_249	LT934125.1	+	UL34L2-35	1	30932	32415	30932	32415	30932	32415	30932	30932	32415	32415	TRUE	NAGATA	30922	30948	16	4385.128649	30932	***
TC_251	LT934125.1	+	UL34L-35	1	31042	32415	31042	32415	31042	32415	31042	31042	32415	32415	TRUE	NAGATA	31020	31052	5	524.55774	31039	**
TC_252	LT934125.1	+	UL34-35	1	31098	32415	31098	32415	31098	32415	31098	31098	32415	32415	TRUE	NAGATA	31079	31114	25	317549.217756	31098	***
TC_255	LT934125.1	+	UL35-L6	1	31349	32415	31349	32415	31349	32415	31349	31349	32415	32415	TRUE	NAGATA	31319	31391	12	1209.420123	31356	***
TC_256	LT934125.1	+	UL35-L5	1	31410	32415	31410	32415	31410	32415	31410	31410	32415	32415	TRUE	NAGATA	31400	31420	5	223.549592	31410	**
TC_257	LT934125.1	+	UL35-L4	1	31474	32415	31474	32415	31474	32415	31474	31474	32415	32415	TRUE	NAGATA	31437	31542	15	3148.423931	31496	***
TC_258	LT934125.1	+	UL35-L3	1	31690	32415	31690	32415	31690	32415	31690	31690	32415	32415	TRUE	NAGATA	31546	31700	16	3416.879588	31630	***
TC_260	LT934125.1	+	UL35-L2	1	31847	32415	31847	32415	31847	32415	31847	31847	32415	32415	TRUE	NAGATA	31743	31886	13	2322.875962	31833	***
TC_261	LT934125.1	+	UL35-L	1	31930	32415	31930	32415	31930	32415	31930	31930	32415	32415	TRUE	NAGATA	31894	32013	16	6096.621349	31945	***
TC_262	LT934125.1	+	UL35	1	32038	32415	32038	32415	32038	32415	32038	32038	32415	32415	TRUE	NAGATA	32003	32052	23	845662.861022	32037	***
TC_262	LT934125.1	+	UL35-AT	1	32038	32709	32038	32709	32038	32709	32038	32038	32709	32709	TRUE	NAGATA	32003	32052	23	845662.861022	32037	***
TC_263	LT934125.1	+	UL35.2	1	32092	32415	32092	32415	32092	32415	32092	32092	32415	32415	TRUE	NAGATA	32070	32145	11	4180.259548	32091	***
TC_264	LT934125.1	+	TRL35	1	32163	32415	32163	32415	32163	32415	32163	32163	32415	32415	TRUE	NAGATA	32080	32224	18	12707.179364	32163	***
TC_330	LT934125.1	+	UL38	1	44812	46038	44812	46038	44812	46038	44812	44812	46038	46038	TRUE	NAGATA	44794	44828	24	252729.038495	44812	***
TC_330	LT934125.1	+	UL38-39-40	1	44812	49647	44812	49647	44812	49647	44812	44812	49647	49647	TRUE	NAGATA	44794	44828	24	252729.038495	44812	***
TC_332	LT934125.1	+	UL38.3	1	44946	46038	44946	46038	44946	46038	44946	44946	46038	46038	TRUE	NAGATA	44922	44984	13	1300.34049	44949	***
TC_338	LT934125.1	+	UL38.4	1	45302	46038	45302	46038	45302	46038	45302	45302	46038	46038	TRUE	NAGATA	45292	45323	7	294.875552	45310	**
TC_339	LT934125.1	+	UL38.5	1	45415	46038	45415	46038	45415	46038	45415	45415	46038	46038	TRUE	NAGATA	45360	45477	14	2652.257552	45407	***
TC_339	LT934125.1	+	UL38.6	1	45445	46038	45445	46038	45445	46038	45445	45445	46038	46038	TRUE	NAGATA	45360	45477	14	2652.257552	45407	***
TC_341	LT934125.1	+	UL38.6-S	1	45525	46038	45525	46038	45525	46038	45525	45525	46038	46038	TRUE	NAGATA	45519	45556	3	76.532922	45536	*
TC_345	LT934125.1	+	UL39L-40	1	45911	49647	45911	49647	45911	49647	45911	45911	49647	49647	TRUE	NAGATA	45808	45961	12	3204.811712	45875	***
TC_346	LT934125.1	+	UL39-40-L	1	46026	49647	46026	49647	46026	49647	46026	46026	49647	49647	TRUE	NAGATA	46011	46042	17	14768.526144	46025	***
TC_348	LT934125.1	+	UL39-40	1	46233	49647	46233	49647	46233	49647	46233	46233	49647	49647	TRUE	NAGATA	46220	46253	22	40488.443306	46234	***
TC_352	LT934125.1	+	UL40-L23	1	46489	49647	46489	49647	46489	49647	46489	46489	49647	49647	TRUE	NAGATA	46471	46502	9	898.436405	46488	**
TC_356	LT934125.1	+	UL40-L22	1	46717	49647	46717	49647	46717	49647	46717	46717	49647	49647	TRUE	NAGATA	46686	46724	5	839.258891	46710	**
TC_357	LT934125.1	+	UL40-L21	1	46754	49647	46754	49647	46754	49647	46754	46754	49647	49647	TRUE	NAGATA	46741	46792	7	452.119339	46773	**
TC_365	LT934125.1	+	UL40-L19	1	47188	49647	47188	49647	47188	49647	47188	47188	49647	49647	TRUE	NAGATA	47178	47198	2	182.067449	47188	*
TC_367	LT934125.1	+	UL40-L16	1	47315	49647	47315	49647	47315	49647	47315	47315	49647	49647	TRUE	NAGATA	47284	47338	17	11633.241515	47315	***
TC_367	LT934125.1	+	UL40-L17	1	47288	49647	47288	49647	47288	49647	47288	47288	49647	49647	TRUE	NAGATA	47284	47338	17	11633.241515	47315	***
TC_368	LT934125.1	+	UL40-L15	1	47411	49647	47411	49647	47411	49647	47411	47411	49647	49647	TRUE	NAGATA	47357	47421	5	770.64316	47393	**
TC_369	LT934125.1	+	UL40-L13	1	47521	49647	47521	49647	47521	49647	47521	47521	49647	49647	TRUE	NAGATA	47433	47544	8	956.637991	47493	**
TC_369	LT934125.1	+	UL40-L14	1	47486	49647	47486	49647	47486	49647	47486	47486	49647	49647	TRUE	NAGATA	47433	47544	8	956.637991	47493	**
TC_370	LT934125.1	+	UL40-L12	1	47567	49647	47567	49647	47567	49647	47567	47567	49647	49647	TRUE	NAGATA	47552	47582	11	1500.14627	47568	***
TC_371	LT934125.1	+	UL40-L10	1	47642	49647	47642	49647	47642	49647	47642	47642	49647	49647	TRUE	NAGATA	47600	47652	9	2730.188511	47627	***
TC_371	LT934125.1	+	UL40-L11	1	47628	49647	47628	49647	47628	49647	47628	47628	49647	49647	TRUE	NAGATA	47600	47652	9	2730.188511	47627	***
TC_372	LT934125.1	+	UL40-L7	1	47785	49647	47785	49647	47785	49647	47785	47785	49647	49647	TRUE	NAGATA	47667	47804	17	3876.237256	47722	***
TC_372	LT934125.1	+	UL40-L8	1	47699	49647	47699	49647	47699	49647	47699	47699	49647	49647	TRUE	NAGATA	47667	47804	17	3876.237256	47722	***
TC_374	LT934125.1	+	UL40-L6	1	47872	49647	47872	49647	47872	49647	47872	47872	49647	49647	TRUE	NAGATA	47856	47900	8	498.829254	47872	**
TC_375	LT934125.1	+	UL40-L5	1	47933	49647	47933	49647	47933	49647	47933	47933	49647	49647	TRUE	NAGATA	47923	47949	3	3354.774126	47937	**
TC_376	LT934125.1	+	UL40-L4	1	48069	49647	48069	49647	48069	49647	48069	48069	49647	49647	TRUE	NAGATA	47982	48134	13	2212.404135	48066	***
TC_378	LT934125.1	+	UL40-L3	1	48294	49647	48294	49647	48294	49647	48294	48294	49647	49647	TRUE	NAGATA	48269	48387	15	5686.513208	48330	***
TC_379	LT934125.1	+	UL40-L1	1	48455	49647	48455	49647	48455	49647	48455	48455	49647	49647	TRUE	NAGATA	48396	48544	15	4201.847205	48477	***
TC_379	LT934125.1	+	UL40-L2	1	48412	49647	48412	49647	48412	49647	48412	48412	49647	49647	TRUE	NAGATA	48396	48544	15	4201.847205	48477	***
TC_379	LT934125.1	+	UL40-S	1	48505	49647	48505	49647	48505	49647	48505	48505	49647	49647	TRUE	NAGATA	48396	48544	15	4201.847205	48477	***
TC_380	LT934125.1	+	UL40	1	48567	49647	48567	49647	48567	49647	48567	48567	49647	49647	TRUE	NAGATA	48546	48581	27	946287.285755	48567	***
TC_383	LT934125.1	+	UL40.2	1	48691	49647	48691	49647	48691	49647	48691	48691	49647	49647	TRUE	NAGATA	48671	48736	9	1911.378574	48691	***
TC_384	LT934125.1	+	UL40.3	1	48726	49647	48726	49647	48726	49647	48726	48726	49647	49647	TRUE	NAGATA	48716	48736	4	1588.281289	48726	**
TC_385	LT934125.1	+	UL40.3-S	1	48803	49647	48803	49647	48803	49647	48803	48803	49647	49647	TRUE	NAGATA	48751	48804	9	1858.811782	48783	***
TC_387	LT934125.1	+	UL40.3-S2	1	48931	49647	48931	49647	48931	49647	48931	48931	49647	49647	TRUE	NAGATA	48894	49064	19	13930.536655	48957	***
TC_387	LT934125.1	+	UL40.3-S3	1	48957	49647	48957	49647	48957	49647	48957	48957	49647	49647	TRUE	NAGATA	48894	49064	19	13930.536655	48957	***
TC_389	LT934125.1	+	TRL40	1	49115	49647	49115	49647	49115	49647	49115	49115	49647	49647	TRUE	NAGATA	49072	49170	17	14410.437569	49119	***
TC_390	LT934125.1	+	UL40.6	1	49196	49647	49196	49647	49196	49647	49196	49196	49647	49647	TRUE	NAGATA	49165	49241	17	5013.180903	49204	***
TC_391	LT934125.1	+	UL40.6-S	1	49263	49647	49263	49647	49263	49647	49263	49263	49647	49647	TRUE	NAGATA	49236	49366	15	3753.22657	49285	***
TC_4	LT934125.1	+	ORF-1L1-S	1	779	2273	779	2273	779	2273	779	779	2273	2273	TRUE	NAGATA	761	792	17	9398.743438	779	***
TC_414	LT934125.1	+	UL42-L1	1	51148	52437	51148	52437	51148	52437	51148	51148	52437	52437	TRUE	NAGATA	51137	51162	15	5909.531046	51148	***
TC_414	LT934125.1	+	UL42L-43	1	51148	53594	51148	53594	51148	53594	51148	51148	53594	53594	TRUE	NAGATA	51137	51162	15	5909.531046	51148	***
TC_414	LT934125.1	+	UL42L-43-44	1	51148	55161	51148	55161	51148	55161	51148	51148	55161	55161	TRUE	NAGATA	51137	51162	15	5909.531046	51148	***
TC_415	LT934125.1	+	UL42	1	51235	52437	51235	52437	51235	52437	51235	51235	52437	52437	TRUE	NAGATA	51210	51258	24	207822.4317	51234	***
TC_415	LT934125.1	+	UL42-43-44	1	51235	55161	51235	55161	51235	55161	51235	51235	55161	55161	TRUE	NAGATA	51210	51258	24	207822.4317	51234	***
TC_417	LT934125.1	+	UL42.3	1	51495	52437	51495	52437	51495	52437	51495	51495	52437	52437	TRUE	NAGATA	51470	51609	15	3307.886988	51517	***
TC_417	LT934125.1	+	UL43-L3	1	51495	53594	51495	53594	51495	53594	51495	51495	53594	53594	TRUE	NAGATA	51470	51609	15	3307.886988	51517	***
TC_423	LT934125.1	+	UL42.5	1	52121	52437	52121	52437	52121	52437	52121	52121	52437	52437	TRUE	NAGATA	52109	52138	2	94.843951	52124	*
TC_423	LT934125.1	+	UL43-L2	1	52121	53594	52121	53594	52121	53594	52121	52121	53594	53594	TRUE	NAGATA	52109	52138	2	94.843951	52124	*
TC_424	LT934125.1	+	UL42.5-S	1	52306	52437	52306	52437	52306	52437	52306	52306	52437	52437	TRUE	NAGATA	52160	52323	11	11043.987324	52215	***
TC_424	LT934125.1	+	UL43-L	1	52306	53594	52306	53594	52306	53594	52306	52306	53594	53594	TRUE	NAGATA	52160	52323	11	11043.987324	52215	***
TC_425	LT934125.1	+	UL43	1	52444	53594	52444	53594	52444	53594	52444	52444	53594	53594	TRUE	NAGATA	52425	52474	27	315529.525521	52459	***
TC_425	LT934125.1	+	UL43-44	1	52460	55161	52460	55161	52460	55161	52460	52460	55161	55161	TRUE	NAGATA	52425	52474	27	315529.525521	52459	***
TC_425	LT934125.1	+	UL43-S	1	52460	53594	52460	53594	52460	53594	52460	52460	53594	53594	TRUE	NAGATA	52425	52474	27	315529.525521	52459	***
TC_427	LT934125.1	+	UL43.6	1	52649	53594	52649	53594	52649	53594	52649	52649	53594	53594	TRUE	NAGATA	52606	52659	4	256.719274	52636	**
TC_427	LT934125.1	+	UL44-L6	1	52649	55161	52649	55161	52649	55161	52649	52649	55161	55161	TRUE	NAGATA	52606	52659	4	256.719274	52636	**
TC_429	LT934125.1	+	UL43.9	1	52789	53594	52789	53594	52789	53594	52789	52789	53594	53594	TRUE	NAGATA	52784	52861	8	1468.144466	52824	***
TC_429	LT934125.1	+	UL43.9-S	1	52806	53594	52806	53594	52806	53594	52806	52806	53594	53594	TRUE	NAGATA	52784	52861	8	1468.144466	52824	***
TC_429	LT934125.1	+	UL44-L4	1	52806	55161	52806	55161	52806	55161	52806	52806	55161	55161	TRUE	NAGATA	52784	52861	8	1468.144466	52824	***
TC_429	LT934125.1	+	UL44-L5	1	52789	55161	52789	55161	52789	55161	52789	52789	55161	55161	TRUE	NAGATA	52784	52861	8	1468.144466	52824	***
TC_436	LT934125.1	+	UL43.13	1	53421	53594	53421	53594	53421	53594	53421	53421	53594	53594	TRUE	NAGATA	53356	53483	15	5228.609166	53406	***
TC_436	LT934125.1	+	UL44-L3	1	53421	55161	53421	55161	53421	55161	53421	53421	55161	55161	TRUE	NAGATA	53356	53483	15	5228.609166	53406	***
TC_439	LT934125.1	+	UL44	1	53648	55161	53648	55161	53648	55161	53648	53648	55161	55161	TRUE	NAGATA	53630	53662	19	91643.372063	53648	***
TC_439	LT934125.1	+	UL44-AT	1	53648	55271	53648	55271	53648	55271	53648	53648	55271	55271	TRUE	NAGATA	53630	53662	19	91643.372063	53648	***
TC_440	LT934125.1	+	UL44.4	1	53736	55161	53736	55161	53736	55161	53736	53736	55161	55161	TRUE	NAGATA	53686	53782	13	1258.46835	53742	***
TC_441	LT934125.1	+	UL44.4-S	1	53863	55161	53863	55161	53863	55161	53863	53863	55161	55161	TRUE	NAGATA	53788	53971	15	3825.327065	53896	***
TC_441	LT934125.1	+	UL44.4-S2	1	53910	55161	53910	55161	53910	55161	53910	53910	55161	55161	TRUE	NAGATA	53788	53971	15	3825.327065	53896	***
TC_441	LT934125.1	+	UL44.4-S2-AT	1	53910	55271	53910	55271	53910	55271	53910	53910	55271	55271	TRUE	NAGATA	53788	53971	15	3825.327065	53896	***
TC_441	LT934125.1	+	UL44.4-S3	1	53934	55161	53934	55161	53934	55161	53934	53934	55161	55161	TRUE	NAGATA	53788	53971	15	3825.327065	53896	***
TC_441	LT934125.1	+	UL44.4-S4	1	53971	55161	53971	55161	53971	55161	53971	53971	55161	55161	TRUE	NAGATA	53788	53971	15	3825.327065	53896	***
TC_442	LT934125.1	+	UL44.4-S5	1	53996	55161	53996	55161	53996	55161	53996	53996	55161	55161	TRUE	NAGATA	53977	54019	10	904.618356	53997	**
TC_442	LT934125.1	+	UL44.4-S5-AT	1	53996	55271	53996	55271	53996	55271	53996	53996	55271	55271	TRUE	NAGATA	53977	54019	10	904.618356	53997	**
TC_443	LT934125.1	+	UL44.4-S6	1	54053	55161	54053	55161	54053	55161	54053	54053	55161	55161	TRUE	NAGATA	54029	54063	4	110.586925	54049	*
TC_446	LT934125.1	+	UL44.4-S8	1	54209	55161	54209	55161	54209	55161	54209	54209	55161	55161	TRUE	NAGATA	54172	54276	12	1253.029191	54232	***
TC_446	LT934125.1	+	UL44.4-S9	1	54245	55161	54245	55161	54245	55161	54245	54245	55161	55161	TRUE	NAGATA	54172	54276	12	1253.029191	54232	***
TC_446	LT934125.1	+	UL44.4-S9-AT	1	54245	55271	54245	55271	54245	55271	54245	54245	55271	55271	TRUE	NAGATA	54172	54276	12	1253.029191	54232	***
TC_447	LT934125.1	+	UL44.4-S10	1	54290	55161	54290	55161	54290	55161	54290	54290	55161	55161	TRUE	NAGATA	54288	54467	16	3808.507751	54365	***
TC_447	LT934125.1	+	UL44.4-S11	1	54306	55161	54306	55161	54306	55161	54306	54306	55161	55161	TRUE	NAGATA	54288	54467	16	3808.507751	54365	***
TC_447	LT934125.1	+	UL44.4-S12	1	54337	55161	54337	55161	54337	55161	54337	54337	55161	55161	TRUE	NAGATA	54288	54467	16	3808.507751	54365	***
TC_447	LT934125.1	+	UL44.4-S13	1	54366	55161	54366	55161	54366	55161	54366	54366	55161	55161	TRUE	NAGATA	54288	54467	16	3808.507751	54365	***
TC_447	LT934125.1	+	UL44.4-S14	1	54421	55161	54421	55161	54421	55161	54421	54421	55161	55161	TRUE	NAGATA	54288	54467	16	3808.507751	54365	***
TC_448	LT934125.1	+	UL44.4-S15	1	54454	55161	54454	55161	54454	55161	54454	54454	55161	55161	TRUE	NAGATA	54454	54487	15	3500.359565	54474	***
TC_448	LT934125.1	+	UL44.4-S16	1	54475	55161	54475	55161	54475	55161	54475	54475	55161	55161	TRUE	NAGATA	54454	54487	15	3500.359565	54474	***
TC_449	LT934125.1	+	UL44.4-S19	1	54561	55161	54561	55161	54561	55161	54561	54561	55161	55161	TRUE	NAGATA	54530	54573	11	1131.143867	54551	***
TC_451	LT934125.1	+	UL44.4-S20	1	54723	55161	54723	55161	54723	55161	54723	54723	55161	55161	TRUE	NAGATA	54640	54909	17	6631.319547	54734	***
TC_451	LT934125.1	+	UL44.4-S21	1	54834	55161	54834	55161	54834	55161	54834	54834	55161	55161	TRUE	NAGATA	54640	54909	17	6631.319547	54734	***
TC_451	LT934125.1	+	UL44.4-S22	1	54901	55161	54901	55161	54901	55161	54901	54901	55161	55161	TRUE	NAGATA	54640	54909	17	6631.319547	54734	***
TC_452	LT934125.1	+	UL44.4-S23	1	54960	55161	54960	55161	54960	55161	54960	54960	55161	55161	TRUE	NAGATA	54916	54960	11	1928.948617	54938	***
TC_488	LT934125.1	+	UL23-L4	1	58002	60251	58002	60251	58002	60251	58002	58002	60251	60251	TRUE	NAGATA	57992	58012	2	136.231132	58002	*
TC_492	LT934125.1	+	UL23-L3	1	58478	60251	58478	60251	58478	60251	58478	58478	60251	60251	TRUE	NAGATA	58456	58478	2	112.895102	58467	*
TC_494	LT934125.1	+	UL23-L2	1	58625	60251	58625	60251	58625	60251	58625	58625	60251	60251	TRUE	NAGATA	58615	58635	5	613.892538	58625	**
TC_494	LT934125.1	+	UL23L-22	1	58625	62340	58625	62340	58625	62340	58625	58625	62340	62340	TRUE	NAGATA	58615	58635	5	613.892538	58625	**
TC_500	LT934125.1	+	UL23	1	59068	60251	59068	60251	59068	60251	59068	59068	60251	60251	TRUE	NAGATA	59028	59087	26	493789.306565	59067	***
TC_500	LT934125.1	+	UL23-22	1	59068	62340	59068	62340	59068	62340	59068	59068	62340	62340	TRUE	NAGATA	59028	59087	26	493789.306565	59067	***
TC_500	LT934125.1	+	UL23-AT	1	59068	60354	59068	60354	59068	60354	59068	59068	60354	60354	TRUE	NAGATA	59028	59087	26	493789.306565	59067	***
TC_500	LT934125.1	+	UL23-L1	1	59044	60251	59044	60251	59044	60251	59044	59044	60251	60251	TRUE	NAGATA	59028	59087	26	493789.306565	59067	***
TC_504	LT934125.1	+	UL23.4	1	59287	60251	59287	60251	59287	60251	59287	59287	60251	60251	TRUE	NAGATA	59268	59351	12	1719.922286	59312	***
TC_505	LT934125.1	+	UL23.4-S	1	59412	60251	59412	60251	59412	60251	59412	59412	60251	60251	TRUE	NAGATA	59374	59439	9	1197.486783	59410	***
TC_509	LT934125.1	+	UL22-L	1	59793	62340	59793	62340	59793	62340	59793	59793	62340	62340	TRUE	NAGATA	59704	59826	17	5136.743475	59768	***
TC_509	LT934125.1	+	UL23.6	1	59793	60251	59793	60251	59793	60251	59793	59793	60251	60251	TRUE	NAGATA	59704	59826	17	5136.743475	59768	***
TC_514	LT934125.1	+	UL22	1	60234	62340	60234	62340	60234	62340	60234	60234	62340	62340	TRUE	NAGATA	60207	60270	21	33263.750767	60235	***
TC_514	LT934125.1	+	UL22-AT	1	60234	63051	60234	63051	60234	63051	60234	60234	63051	63051	TRUE	NAGATA	60207	60270	21	33263.750767	60235	***
