seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	+	123560	125230	NOV_TX_2827	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	+	123560	126151	NOV_TX_2828	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1
LT934125.1	+	123587	125230	NOV_TX_2829	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	4	0
LT934125.1	+	123612	125230	NOV_TX_2831	2	5	0	0	0	0	4	10	0	0	1	1	2	2	0	0	4	0	0	0	0	1	0	4	9	0	0	0	0	16
LT934125.1	+	123612	126151	NOV_TX_2832	0	0	0	0	0	0	0	9	0	0	0	2	4	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	4
LT934125.1	+	123639	125230	NOV_TX_2833	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
LT934125.1	+	123639	126151	NOV_TX_2834	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
LT934125.1	+	123693	125230	NOV_TX_2835	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	11	2	3	0	0	0	1	2
LT934125.1	+	123717	125230	NOV_TX_2837	1	12	0	0	0	1	5	4	0	0	1	0	0	1	0	0	22	0	0	0	0	2	0	0	16	0	0	0	5	28
LT934125.1	+	123761	126151	NOV_TX_2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0
LT934125.1	+	123780	125230	NOV_TX_2841	0	4	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	18
LT934125.1	+	123824	126151	NOV_TX_2844	0	8	0	0	0	1	1	12	0	0	1	0	2	0	0	0	2	0	0	0	0	1	3	0	1	0	0	0	0	1
LT934125.1	+	123878	125230	NOV_TX_2845	0	10	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	4	0	1	0	2	6
LT934125.1	+	123878	126151	NOV_TX_2846	1	10	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	123920	125230	NOV_TX_2847	0	7	0	0	0	0	1	18	0	0	0	1	2	0	0	0	4	0	0	1	0	7	6	2	6	0	0	1	7	8
LT934125.1	+	123979	125230	NOV_TX_2852	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	4	0	0	1	1	3
LT934125.1	+	124010	125230	NOV_TX_2854	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	7	0
LT934125.1	+	124010	126151	NOV_TX_2855	0	10	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
LT934125.1	+	124040	125230	NOV_TX_2856	0	6	1	0	0	1	4	8	0	0	0	0	4	1	0	0	10	0	0	0	0	1	0	2	7	0	1	3	0	18
LT934125.1	+	124040	126151	NOV_TX_2857	0	9	0	0	0	1	1	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	4
LT934125.1	+	124093	125230	NOV_TX_2858	1	3	0	0	0	0	1	6	0	0	0	0	1	1	0	0	1	0	0	0	0	0	4	3	8	0	0	0	2	6
LT934125.1	+	124166	125230	NOV_TX_2860	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	11	0	0	0
LT934125.1	+	124286	126151	NOV_TX_2869	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	1	0	0
LT934125.1	+	124304	125230	NOV_TX_2871	0	0	0	0	0	29	123	0	0	0	0	0	0	1	0	0	0	2	0	9	0	0	139	15	0	0	0	34	248	810
LT934125.1	+	124304	126151	NOV_TX_2872	0	0	0	0	0	5	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	3	0	0	0	0	28	63
LT934125.1	+	124332	125230	NOV_TX_2873	0	49	0	0	0	0	0	0	0	0	0	0	0	2	0	0	66	0	0	0	1	0	0	8	0	0	0	4	0	0
LT934125.1	+	124332	126151	NOV_TX_2874	0	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	1	0	0	0	1	0	0
LT934125.1	+	124383	126151	NOV_TX_2876	0	62	0	0	0	0	0	109	0	0	0	0	54	0	0	0	17	0	0	0	1	11	0	7	59	0	0	0	0	0
LT934125.1	+	124402	125230	NOV_TX_2878	0	125	3	1	0	0	0	2	1	1	0	0	1	0	0	0	130	0	0	0	0	0	3	8	95	0	0	12	1	0
LT934125.1	+	124457	125230	NOV_TX_2880	0	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0
LT934125.1	+	124538	126151	NOV_TX_2888	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	2	51	53
LT934125.1	+	124565	126151	NOV_TX_2891	1	119	0	0	1	0	0	0	0	0	0	0	41	0	0	0	73	0	0	0	0	36	14	2	0	0	0	0	0	0
LT934125.1	+	124615	125230	NOV_TX_2895	1	69	0	0	0	0	0	306	0	0	0	0	0	0	0	0	83	0	1	0	0	0	0	7	0	0	0	17	0	0
LT934125.1	+	124677	125230	NOV_TX_2898	0	32	0	1	0	0	12	44	0	0	0	2	11	1	0	0	18	0	1	1	1	14	12	10	47	0	2	2	27	77
LT934125.1	+	124677	126151	NOV_TX_2899	1	19	0	0	0	0	2	17	0	0	0	1	4	2	0	0	4	0	1	0	0	1	2	2	9	0	0	0	1	10
LT934125.1	+	124690	125230	NOV_TX_2901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	6	0	0
LT934125.1	+	124756	124936	NOV_TX_2905	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	1	0	12	0	0	1	3	4
LT934125.1	+	124756	125131	NOV_TX_2906	0	16	0	0	0	0	4	6	0	0	2	2	2	0	0	1	18	0	0	0	0	1	4	0	95	0	0	2	14	35
LT934125.1	+	124756	125230	NOV_TX_2907	3	278	1	1	8	26	89	854	1	6	12	78	142	16	0	2	785	3	8	5	17	109	210	116	2955	1	33	80	486	1499
LT934125.1	+	124756	126151	NOV_TX_2908	17	1067	0	0	10	84	111	1090	0	0	24	136	279	39	0	0	679	0	2	4	12	95	158	241	2735	0	6	28	336	1016
LT934125.1	+	124872	125230	NOV_TX_2919	2	119	0	0	1	0	33	0	0	1	2	16	32	3	0	0	99	0	2	0	4	0	46	25	233	1	8	8	86	252
LT934125.1	+	124872	126151	NOV_TX_2920	2	104	0	0	1	0	16	0	0	0	2	5	24	6	0	0	63	0	0	0	1	0	12	35	129	0	2	2	23	42
LT934125.1	+	124895	125230	NOV_TX_2921	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	78	0	0	4	0	26	0	0	0	0	0	0	0	0
LT934125.1	+	124895	126151	NOV_TX_2922	0	0	0	1	0	0	0	61	0	0	0	0	0	0	0	0	31	0	0	0	0	14	0	0	0	0	0	0	0	0
LT934125.1	+	124939	125230	NOV_TX_2923	0	98	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	32	0	0
LT934125.1	+	124939	126151	NOV_TX_2924	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	4	0	0
LT934125.1	+	124955	125230	NOV_TX_2925	1	0	0	0	0	0	0	0	0	0	2	0	30	4	0	0	706	0	0	0	6	0	0	9	161	0	17	0	240	0
LT934125.1	+	124955	126151	NOV_TX_2926	6	0	0	0	2	0	0	0	0	0	0	0	116	10	0	0	531	0	0	0	3	0	0	27	72	0	5	0	90	0
LT934125.1	+	124974	125230	NOV_TX_2927	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	0
LT934125.1	+	124974	126151	NOV_TX_2928	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
LT934125.1	+	124989	125230	NOV_TX_2929	0	0	0	2	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	14	0	0	10	0	0	0	0	0	0
LT934125.1	+	125056	125230	NOV_TX_2933	0	312	0	0	0	7	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
LT934125.1	+	125105	125230	NOV_TX_2938	0	223	1	0	0	8	61	34	0	0	0	0	11	0	0	0	336	0	0	3	15	57	71	2	351	0	8	36	167	473
LT934125.1	+	125147	126151	NOV_TX_2941	3	155	0	0	0	6	26	101	0	0	6	26	38	7	0	0	112	0	0	0	4	14	21	27	176	0	1	8	22	71
LT934125.1	+	125177	126151	NOV_TX_2943	0	16	0	0	0	1	3	6	0	0	1	3	3	0	0	0	24	0	0	0	1	1	3	5	23	0	0	0	4	12
LT934125.1	+	125225	125618	NOV_TX_2946	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1
LT934125.1	+	125225	126462	NOV_TX_2945	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
LT934125.1	+	125274	126151	NOV_TX_2948	5	490	0	0	3	13	108	191	3	3	3	36	49	12	0	0	220	0	4	2	14	64	59	49	259	2	8	68	97	143
LT934125.1	+	125312	126151	NOV_TX_2949	6	901	0	5	6	15	163	282	1	1	3	0	0	8	0	2	378	2	3	3	17	78	79	30	356	0	11	67	122	248
LT934125.1	+	125344	126151	NOV_TX_2951	0	0	0	0	4	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	125358	126151	NOV_TX_2952	5	173	0	2	0	5	21	1	0	0	5	0	10	5	0	0	170	0	0	0	4	0	43	22	141	0	5	9	1	1
LT934125.1	+	125373	126151	NOV_TX_2953	1	300	1	0	2	7	78	232	0	0	10	59	77	6	0	0	288	0	0	2	13	66	51	15	335	0	7	38	116	149
LT934125.1	+	125398	126151	NOV_TX_2954	0	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	1	1	0	0	1	1	1
LT934125.1	+	125446	126151	NOV_TX_2957	0	0	0	0	2	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	125510	126151	NOV_TX_2959	1	83	0	0	0	0	18	0	0	0	9	13	0	4	0	0	108	0	0	0	1	0	0	16	189	0	1	5	0	0
LT934125.1	+	125729	126151	NOV_TX_2966	10	0	0	4	4	45	296	0	2	0	50	0	0	29	0	0	0	3	0	0	43	0	0	96	1451	0	0	0	448	0
LT934125.1	+	125977	126151	NOV_TX_2975	0	0	2	1	8	57	0	107	0	0	2	0	31	1	0	1	0	0	0	12	46	120	0	6	0	0	12	120	0	0
LT934125.1	+	126816	127116	NOV_TX_2981	0	11	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	5
LT934125.1	+	126989	127116	NOV_TX_2994	0	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	2
LT934125.1	+	136158	141356	NOV_TX_3002	0	7	0	0	0	1	2	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	5	3	1	3	12
LT934125.1	+	136437	141356	NOV_TX_3008	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0
LT934125.1	+	138101	141356	NOV_TX_3028	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
LT934125.1	+	138228	141356	NOV_TX_3030	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LT934125.1	+	138364	141356	NOV_TX_3031	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0
LT934125.1	+	138669	141356	NOV_TX_3032	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	6
LT934125.1	+	139110	141356	NOV_TX_3037	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
LT934125.1	+	139481	141356	NOV_TX_3044	0	1	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	1	2	3	0	0	1	0	0	1	1	4
LT934125.1	+	139634	141356	NOV_TX_3048	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1
LT934125.1	+	139763	141356	NOV_TX_3051	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
LT934125.1	+	139799	141356	NOV_TX_3052	1	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	2	2	0
LT934125.1	+	139847	141356	NOV_TX_3055	0	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1
LT934125.1	+	139981	141356	NOV_TX_3059	0	11	0	0	0	0	1	16	0	0	1	2	7	0	0	0	6	0	0	0	1	3	1	2	4	1	0	3	10	12
LT934125.1	+	140033	141356	NOV_TX_3060	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	3
LT934125.1	+	140103	141356	NOV_TX_3063	0	20	0	0	0	0	5	19	1	0	0	1	7	0	0	0	23	0	0	0	1	2	3	1	6	2	1	6	14	22
LT934125.1	+	140276	141356	NOV_TX_3067	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
LT934125.1	+	140602	141356	NOV_TX_3078	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	6	0	20	0	0	0	0	0	39	0
LT934125.1	+	140619	141356	NOV_TX_3079	0	36	0	0	0	1	0	0	0	0	0	9	8	2	0	0	30	0	0	0	0	0	0	6	19	3	2	0	0	34
LT934125.1	+	140705	141356	NOV_TX_3084	0	0	0	0	0	0	0	222	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
LT934125.1	+	140746	141356	NOV_TX_3086	1	233	3	0	1	4	0	0	0	0	0	0	0	1	0	0	200	2	2	1	17	0	61	3	105	0	23	0	0	0
LT934125.1	+	140874	141356	NOV_TX_3091	0	8	0	0	0	0	2	0	0	1	0	4	2	0	0	2	11	0	0	1	0	1	0	1	5	6	2	4	5	11
LT934125.1	+	141060	141356	NOV_TX_3098	0	0	1	0	0	12	0	0	1	0	3	29	0	3	0	0	0	0	5	1	37	141	0	5	30	0	0	16	0	614
LT934125.1	-	2870	2778	NOV_TX_3108	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0
LT934125.1	-	2911	2778	NOV_TX_3109	0	338	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	57	0	0	0
LT934125.1	-	2933	2778	NOV_TX_3110	1	0	2	5	2	0	0	0	0	1	2	9	18	0	0	1	0	1	0	9	0	0	0	12	246	2	0	0	0	0
LT934125.1	-	3023	2778	NOV_TX_3115	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
LT934125.1	-	3041	2778	NOV_TX_3116	0	147	1	1	1	5	0	67	0	1	3	12	26	2	0	1	135	4	3	4	5	0	75	30	138	0	16	0	119	215
LT934125.1	-	3094	2778	NOV_TX_3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	57	0	0
LT934125.1	-	3251	2778	NOV_TX_3123	2	0	1	4	0	0	0	0	0	1	5	0	0	6	0	0	0	2	0	4	0	0	0	13	0	0	0	0	0	0
LT934125.1	-	3281	2778	NOV_TX_3124	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
LT934125.1	-	3305	2778	NOV_TX_3125	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0
LT934125.1	-	3351	2778	NOV_TX_3126	0	206	1	1	1	4	135	28	0	1	4	3	8	4	0	0	253	0	1	1	0	120	17	16	463	0	2	27	390	578
LT934125.1	-	3398	2778	NOV_TX_3128	1	0	0	0	1	0	0	0	0	0	4	15	35	0	0	0	14	0	0	0	2	1	49	5	0	0	7	0	0	0
LT934125.1	-	3429	2778	NOV_TX_3129	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	23	0	0
LT934125.1	-	3468	2778	NOV_TX_3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	140
LT934125.1	-	3490	2778	NOV_TX_3132	0	110	0	1	0	0	45	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
LT934125.1	-	3508	2778	NOV_TX_3133	0	7	0	0	0	0	0	0	0	0	1	1	9	3	0	1	30	0	0	0	1	10	0	3	12	0	1	1	7	22
LT934125.1	-	3640	2778	NOV_TX_3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0
LT934125.1	-	3656	2778	NOV_TX_3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	30	0
LT934125.1	-	3732	2778	NOV_TX_3140	2	12	0	1	0	2	6	15	0	0	0	1	2	1	0	0	3	0	0	0	1	1	6	8	9	0	0	3	12	13
LT934125.1	-	3753	2778	NOV_TX_3141	0	36	0	2	0	2	12	7	0	1	2	4	4	2	0	0	28	2	0	0	0	6	10	7	29	0	3	8	24	31
LT934125.1	-	3801	2778	NOV_TX_3144	0	28	1	0	0	0	0	23	0	0	0	0	6	0	0	1	17	2	0	1	0	8	12	17	21	0	2	0	27	29
LT934125.1	-	4003	2778	NOV_TX_3147	0	14	0	0	1	1	8	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	4	9	0	1	0	5	9
LT934125.1	-	4031	2778	NOV_TX_3148	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0
LT934125.1	-	4134	2778	NOV_TX_3151	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	-	4194	2778	NOV_TX_3154	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	-	4443	2778	NOV_TX_3159	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	2
LT934125.1	-	4470	2778	NOV_TX_3161	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
LT934125.1	-	4539	2778	NOV_TX_3163	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	1
LT934125.1	-	4582	2778	NOV_TX_3164	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	-	4687	2778	NOV_TX_3167	0	2	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	0	1
LT934125.1	-	5064	2778	NOV_TX_3175	0	2	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	1
LT934125.1	-	7758	2778	NOV_TX_3181	0	4	0	0	0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4
LT934125.1	-	8578	8487	NOV_TX_3183	0	18	0	0	0	1	7	1	0	0	0	0	0	0	0	0	14	0	0	0	3	6	0	0	15	0	0	6	17	12
LT934125.1	-	8657	8487	NOV_TX_3185	0	20	0	0	0	1	8	2	0	1	0	0	1	1	0	0	18	0	1	0	0	5	10	1	11	0	11	6	9	15
LT934125.1	-	8722	8487	NOV_TX_3186	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
LT934125.1	-	8808	8487	NOV_TX_3190	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LT934125.1	-	8848	8487	NOV_TX_3191	0	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LT934125.1	-	8900	8487	NOV_TX_3192	0	8	0	0	1	0	1	7	0	0	0	4	4	0	0	0	12	0	0	0	4	3	3	1	8	0	0	7	10	3
LT934125.1	-	8965	8487	NOV_TX_3194	1	9	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	1	4	3
LT934125.1	-	9058	8487	NOV_TX_3197	0	53	1	1	2	3	19	40	0	0	9	11	13	2	0	1	52	0	1	2	6	22	18	8	63	0	4	0	30	40
LT934125.1	-	9094	8487	NOV_TX_3199	0	23	0	0	0	2	10	23	1	1	1	4	9	1	0	0	33	0	0	1	2	9	9	7	14	0	3	8	17	11
LT934125.1	-	9126	8487	NOV_TX_3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	47	48	0	0	0	0	0	0	0
LT934125.1	-	9145	8487	NOV_TX_3201	0	27	1	0	0	0	57	115	0	0	2	6	6	2	0	0	16	0	0	0	4	0	0	6	25	0	0	0	25	20
LT934125.1	-	9494	9270	NOV_TX_3213	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3
LT934125.1	-	9885	8487	NOV_TX_3222	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	-	16728	16581	NOV_TX_3232	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	16814	16581	NOV_TX_3237	4	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2035	0	0	0	63	0	0	24	0	1	0	0	0	0
LT934125.1	-	16853	16581	NOV_TX_3238	10	152	2	2	0	0	0	0	1	0	0	77	0	11	0	0	0	1	0	0	0	0	0	98	0	0	42	0	0	0
LT934125.1	-	16970	16581	NOV_TX_3244	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	17024	16581	NOV_TX_3246	1	466	2	1	0	0	0	0	1	1	0	0	0	7	0	0	660	0	0	0	0	0	0	36	0	0	0	0	0	0
LT934125.1	-	17112	16581	NOV_TX_3249	4	114	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	49	0	0	0	0	0	379
LT934125.1	-	17257	16581	NOV_TX_3256	2	272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	333	1	0	0	14	0	0	29	0	0	0	0	0	0
LT934125.1	-	17289	16581	NOV_TX_3257	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0
LT934125.1	-	17341	16581	NOV_TX_3259	0	538	0	0	1	26	145	354	0	0	0	22	75	3	0	0	524	0	3	0	16	92	200	12	1416	0	0	47	332	870
LT934125.1	-	17376	16581	NOV_TX_3262	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0
LT934125.1	-	17457	16581	NOV_TX_3264	6	258	1	0	3	8	48	0	0	1	0	14	0	14	0	0	276	1	0	1	16	55	61	83	395	0	2	14	100	248
LT934125.1	-	17486	16581	NOV_TX_3266	0	0	0	0	0	0	0	168	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	17509	16581	NOV_TX_3268	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	38	89	0	3	5	0	2
LT934125.1	-	17636	16581	NOV_TX_3276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	32	0	130	0	0	0	0	0
LT934125.1	-	17670	16581	NOV_TX_3277	9	42	0	0	0	3	7	0	0	0	0	4	7	8	0	0	64	0	0	0	1	10	0	43	130	0	1	1	16	99
LT934125.1	-	17811	16581	NOV_TX_3285	1	322	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	15	0	1	5	4	0	0
LT934125.1	-	17871	16581	NOV_TX_3287	1	19	0	0	0	3	1	22	0	0	0	1	0	2	0	0	21	0	0	0	0	4	5	13	67	0	0	2	9	29
LT934125.1	-	17951	16581	NOV_TX_3290	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LT934125.1	-	17981	16581	NOV_TX_3292	4	35	1	1	0	7	6	31	0	0	0	2	3	4	0	0	33	0	3	0	0	9	9	21	62	0	0	1	10	33
LT934125.1	-	18067	16581	NOV_TX_3296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	38	0	0	0	0	0	0	0
LT934125.1	-	18086	16581	NOV_TX_3297	1	0	0	1	0	0	0	0	0	0	0	9	15	3	0	0	0	0	1	0	0	0	0	17	0	0	0	8	0	0
LT934125.1	-	18107	16581	NOV_TX_3298	1	86	0	0	0	0	0	0	1	0	0	0	9	3	0	0	0	0	0	0	0	0	0	10	272	0	0	1	51	146
LT934125.1	-	18161	16581	NOV_TX_3300	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	18234	16581	NOV_TX_3304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	28
