seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	+	59857	60251	NOV_TX_1158	0	0	0	4	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	59896	60251	NOV_TX_1160	0	7	0	0	0	0	0	0	0	0	0	0	40	4	0	0	31	0	0	1	0	44	0	14	24	0	4	60	0	0
LT934125.1	+	59924	60251	NOV_TX_1162	0	58	0	0	0	0	0	0	1	0	7	12	0	3	0	0	94	2	5	3	15	0	0	21	64	0	0	0	0	0
LT934125.1	+	59989	60251	NOV_TX_1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	139
LT934125.1	+	60285	62340	NOV_TX_1177	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
LT934125.1	+	60469	62340	NOV_TX_1181	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1
LT934125.1	+	60597	62340	NOV_TX_1183	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1
LT934125.1	+	60660	62340	NOV_TX_1185	0	8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	60949	62340	NOV_TX_1197	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	1	0	0
LT934125.1	+	61078	62340	NOV_TX_1201	0	26	0	2	0	2	1	19	0	0	1	0	5	2	0	0	15	0	0	0	1	8	3	3	37	0	0	1	8	20
LT934125.1	+	61166	62340	NOV_TX_1205	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0
LT934125.1	+	61200	62340	NOV_TX_1207	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	3	0	0	0	1	2
LT934125.1	+	61278	62340	NOV_TX_1209	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1
LT934125.1	+	61338	62340	NOV_TX_1212	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
LT934125.1	+	61436	62340	NOV_TX_1216	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	61516	62340	NOV_TX_1220	0	31	0	0	0	0	1	6	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	4	10	0	0	0	6	11
LT934125.1	+	61529	62340	NOV_TX_1221	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	27	0	0	0	0	1	1	0	2	0	0	0	0	3
LT934125.1	+	61594	62340	NOV_TX_1222	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
LT934125.1	+	61798	62340	NOV_TX_1231	1	2	0	0	0	0	0	5	0	0	0	0	0	2	0	0	48	0	0	1	2	1	1	8	5	0	0	7	4	7
LT934125.1	+	61826	62340	NOV_TX_1232	1	107	0	1	0	1	25	105	0	0	9	16	23	6	0	1	146	1	0	1	5	25	32	14	80	1	5	9	38	66
LT934125.1	+	61932	62340	NOV_TX_1234	2	181	3	0	2	9	0	0	0	0	0	0	41	5	0	1	381	0	0	2	13	0	93	8	0	0	0	0	0	0
LT934125.1	+	62144	62340	NOV_TX_1243	0	133	0	0	0	1	30	36	0	0	3	5	5	4	0	0	159	1	0	0	11	26	53	7	65	0	3	5	25	75
LT934125.1	+	62218	62340	NOV_TX_1244	0	485	1	1	6	15	104	43	0	0	2	8	12	1	0	0	0	1	0	3	36	143	0	3	355	0	4	38	152	297
LT934125.1	+	66209	70521	NOV_TX_1256	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
LT934125.1	+	66338	68749	NOV_TX_1259	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	1	0
LT934125.1	+	66338	71544	NOV_TX_1258	0	57	0	2	0	8	6	100	0	0	1	2	35	7	0	0	9	0	0	0	0	1	18	5	72	0	0	1	6	43
LT934125.1	+	66404	70521	NOV_TX_1264	0	4	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	2	4	8
LT934125.1	+	66520	70521	NOV_TX_1270	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	0	0	1	1
LT934125.1	+	66982	70521	NOV_TX_1283	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LT934125.1	+	67234	70521	NOV_TX_1289	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
LT934125.1	+	67280	70521	NOV_TX_1292	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	3
LT934125.1	+	67370	70521	NOV_TX_1295	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0
LT934125.1	+	67564	70521	NOV_TX_1303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1
LT934125.1	+	67838	70521	NOV_TX_1311	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	1	0	0	0	0	1	2
LT934125.1	+	68058	70521	NOV_TX_1321	0	8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	1
LT934125.1	+	68158	70521	NOV_TX_1327	0	25	0	0	0	0	1	14	0	0	0	0	0	1	0	0	12	0	0	0	0	1	2	3	20	0	0	2	8	29
LT934125.1	+	68267	70521	NOV_TX_1333	0	0	0	0	0	1	0	27	0	0	0	0	10	0	0	0	20	0	0	0	1	4	4	5	0	0	1	0	2	19
LT934125.1	+	68296	70521	NOV_TX_1336	1	46	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	5	99	0	0	2	8	12
LT934125.1	+	68331	70521	NOV_TX_1338	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	4
LT934125.1	+	68357	70521	NOV_TX_1340	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	12	0
LT934125.1	+	68457	70521	NOV_TX_1346	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	32	0	0	0	0	0
LT934125.1	+	68468	70521	NOV_TX_1348	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
LT934125.1	+	68505	70521	NOV_TX_1351	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	10	34	0	1	0	53	0
LT934125.1	+	68561	71544	NOV_TX_1354	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	68601	71544	NOV_TX_1357	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3
LT934125.1	+	68642	70521	NOV_TX_1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0
LT934125.1	+	68667	71544	NOV_TX_1363	0	24	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
LT934125.1	+	68768	70521	NOV_TX_1369	2	18	0	0	0	0	0	0	0	0	1	0	5	4	0	0	21	0	0	0	1	0	7	26	0	0	0	0	9	0
LT934125.1	+	68783	71544	NOV_TX_1372	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LT934125.1	+	68846	71544	NOV_TX_1376	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0
LT934125.1	+	68873	70521	NOV_TX_1377	1	65	0	0	0	0	5	41	0	0	0	1	15	0	0	0	39	0	0	0	0	0	14	20	293	0	4	6	40	121
LT934125.1	+	68873	71544	NOV_TX_1378	0	26	0	1	0	0	0	10	0	0	0	0	4	0	0	0	6	0	0	0	0	0	1	0	4	0	1	1	0	9
LT934125.1	+	68946	70521	NOV_TX_1382	0	10	0	1	0	0	0	0	0	0	0	1	1	2	0	0	6	0	0	0	0	0	0	12	11	0	0	0	5	10
LT934125.1	+	69004	71544	NOV_TX_1386	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	69032	70521	NOV_TX_1387	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	69054	70521	NOV_TX_1389	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	13	0	0
LT934125.1	+	69160	71544	NOV_TX_1395	0	34	0	0	0	1	1	8	0	0	0	0	2	0	0	0	17	0	0	0	1	5	4	3	9	0	0	0	4	11
LT934125.1	+	69244	70521	NOV_TX_1397	0	107	0	0	1	5	19	158	0	0	3	1	10	1	0	0	166	0	0	1	8	36	16	14	698	0	0	24	131	274
LT934125.1	+	69244	71544	NOV_TX_1398	0	34	0	0	0	2	3	21	0	0	0	0	5	1	0	0	15	0	0	0	2	3	2	0	27	0	0	1	5	16
LT934125.1	+	69289	70521	NOV_TX_1400	1	12	1	0	0	0	1	3	0	0	0	0	5	2	0	0	27	0	0	0	0	4	0	15	97	0	1	0	14	41
LT934125.1	+	69289	71544	NOV_TX_1401	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0
LT934125.1	+	69407	70521	NOV_TX_1409	0	7	0	0	0	0	0	0	0	0	1	1	2	1	0	0	8	0	0	0	0	0	0	11	0	0	2	0	0	0
LT934125.1	+	69466	70521	NOV_TX_1414	0	44	1	0	0	5	0	133	0	0	1	1	1	0	0	0	1	0	0	0	0	0	36	14	10	0	0	0	0	1
LT934125.1	+	69466	71544	NOV_TX_1415	0	13	0	0	0	0	0	15	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0
LT934125.1	+	69503	70521	NOV_TX_1418	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
LT934125.1	+	69765	70521	NOV_TX_1440	3	41	0	1	0	3	8	64	0	2	2	3	12	1	0	1	68	1	1	1	2	21	23	26	105	0	4	17	40	92
LT934125.1	+	69821	70521	NOV_TX_1443	1	73	0	0	0	1	8	41	0	0	0	4	5	2	0	0	63	0	0	0	1	8	0	18	176	0	0	4	34	91
LT934125.1	+	69886	70521	NOV_TX_1449	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
LT934125.1	+	69921	71544	NOV_TX_1452	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	2	0
LT934125.1	+	69947	70521	NOV_TX_1453	3	178	0	0	1	0	0	123	0	1	0	0	0	6	0	0	0	0	0	1	8	0	0	27	741	0	1	17	0	361
LT934125.1	+	70090	70521	NOV_TX_1463	1	103	0	1	1	9	19	162	0	0	6	9	16	6	0	0	133	0	0	1	7	32	38	31	382	0	7	34	108	229
LT934125.1	+	70090	71544	NOV_TX_1464	0	50	0	1	1	5	8	25	0	0	0	1	3	0	0	0	19	0	0	0	2	5	3	1	21	0	0	1	5	9
LT934125.1	+	70132	70521	NOV_TX_1466	1	152	1	0	0	3	0	145	0	0	0	9	24	6	0	0	253	0	0	1	7	33	53	56	631	0	4	22	114	323
LT934125.1	+	70132	71544	NOV_TX_1467	0	42	0	0	0	0	0	14	0	0	0	2	1	0	0	0	14	0	0	0	0	4	5	1	21	0	0	1	2	6
LT934125.1	+	70158	71544	NOV_TX_1469	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LT934125.1	+	70186	70521	NOV_TX_1470	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0
LT934125.1	+	70204	70521	NOV_TX_1472	0	206	0	0	0	0	0	219	0	0	0	0	0	0	0	0	352	0	0	0	0	48	0	0	998	0	0	0	0	0
LT934125.1	+	70204	71544	NOV_TX_1473	0	31	0	0	0	0	0	15	0	0	0	0	0	0	0	0	35	0	0	0	0	9	0	0	16	0	0	0	0	0
LT934125.1	+	70311	70521	NOV_TX_1480	0	158	0	0	0	0	37	70	0	0	2	4	17	3	0	0	415	0	0	1	0	66	75	19	1119	0	0	18	196	599
LT934125.1	+	70311	71544	NOV_TX_1481	0	48	1	0	0	0	4	24	0	0	0	0	3	0	0	0	46	0	0	0	0	9	8	1	39	0	0	0	8	20
LT934125.1	+	70329	71544	NOV_TX_1483	0	37	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
LT934125.1	+	70364	70521	NOV_TX_1484	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	592
LT934125.1	+	70364	71544	NOV_TX_1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	7
LT934125.1	+	70382	70521	NOV_TX_1486	1	0	1	0	0	6	59	45	0	0	0	4	7	3	0	0	0	0	0	3	11	0	99	32	0	0	13	52	206	0
LT934125.1	+	70382	71544	NOV_TX_1487	1	0	0	0	0	0	1	9	0	0	0	0	1	1	0	0	0	0	0	0	1	0	3	6	0	0	0	2	4	0
LT934125.1	+	70396	70521	NOV_TX_1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	52	0	0	0	0	0	0	0	0
LT934125.1	+	70396	71544	NOV_TX_1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	7	0	0	0	0	0	0	0	0
LT934125.1	+	70452	71544	NOV_TX_1492	0	28	0	0	0	0	1	4	0	0	0	0	1	1	0	0	7	0	0	0	1	1	4	1	1	0	0	1	1	0
LT934125.1	+	70529	71544	NOV_TX_1493	11	7318	25	41	86	453	1012	5522	0	3	55	208	608	42	0	0	4963	0	0	33	363	1531	909	180	14322	0	74	476	2612	5491
LT934125.1	+	70595	71544	NOV_TX_1503	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3
LT934125.1	+	70630	71544	NOV_TX_1505	5	426	0	0	1	8	61	117	0	0	1	6	0	11	0	0	220	0	0	2	8	40	31	19	511	0	0	12	103	201
LT934125.1	+	70709	71544	NOV_TX_1509	2	56	0	0	1	4	0	42	0	0	0	1	6	1	0	0	65	0	0	0	3	11	7	5	48	0	1	1	10	24
LT934125.1	+	70776	71544	NOV_TX_1512	2	97	0	0	0	5	0	0	0	0	0	4	25	4	0	0	155	0	0	0	0	0	30	15	193	0	3	6	0	73
LT934125.1	+	70855	71544	NOV_TX_1515	2	0	0	0	1	5	0	110	0	0	3	16	14	8	0	0	201	0	0	2	10	29	0	16	291	0	0	10	48	107
LT934125.1	+	70874	71544	NOV_TX_1516	0	273	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
LT934125.1	+	70889	71544	NOV_TX_1517	0	60	0	0	0	0	4	4	0	0	1	3	3	4	0	0	18	0	0	0	0	3	6	2	16	0	0	2	9	8
LT934125.1	+	70914	71544	NOV_TX_1520	2	67	0	0	0	1	11	42	0	0	0	5	5	8	0	0	61	0	0	0	5	12	14	17	86	0	0	6	27	35
LT934125.1	+	70976	71544	NOV_TX_1523	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	83	0	0	1	2	0	13	10	0	0	3	3	0	0
LT934125.1	+	71022	71544	NOV_TX_1528	0	321	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176
LT934125.1	+	71067	71544	NOV_TX_1531	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	206	0	0	0	0	21	0	0
LT934125.1	+	71133	71544	NOV_TX_1534	6	0	0	0	0	26	0	721	0	0	0	63	91	5	0	0	489	0	0	0	0	0	0	16	0	0	8	0	0	0
LT934125.1	+	71321	71544	NOV_TX_1544	1	521	1	1	0	9	90	93	0	0	3	9	22	8	0	0	436	0	0	5	0	55	80	19	510	0	6	25	112	246
LT934125.1	+	71391	71544	NOV_TX_1547	2	1324	1	0	6	17	0	0	0	0	5	15	25	3	0	0	1186	0	0	2	39	175	197	11	1223	0	10	53	289	0
LT934125.1	+	71420	71544	NOV_TX_1550	0	0	0	0	0	0	215	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602
LT934125.1	+	74400	75651	NOV_TX_1643	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2779
LT934125.1	+	74457	75648	NOV_TX_1646	0	0	0	0	0	0	59	120	0	0	0	9	32	7	0	1	0	0	0	0	0	33	0	32	0	0	0	55	154	0
LT934125.1	+	74457	75649	NOV_TX_1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	480	0	1	0	0	0
LT934125.1	+	74508	75648	NOV_TX_1653	0	0	0	0	0	0	13	15	0	0	0	2	4	2	0	0	0	0	0	0	0	10	0	5	0	0	0	8	29	0
LT934125.1	+	74697	75648	NOV_TX_1668	0	0	0	0	0	0	0	0	0	0	0	16	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	74721	75648	NOV_TX_1670	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0
LT934125.1	+	74721	75650	NOV_TX_1671	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	1	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	74952	75648	NOV_TX_1678	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
LT934125.1	+	74952	75650	NOV_TX_1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	1	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	74968	75648	NOV_TX_1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	18	0	0
LT934125.1	+	75019	75648	NOV_TX_1681	3	0	0	0	0	0	25	78	0	0	0	4	20	4	0	0	0	0	0	0	0	38	0	25	0	0	0	28	106	0
LT934125.1	+	75019	75649	NOV_TX_1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	396	0	0	0	0	0
LT934125.1	+	75019	75650	NOV_TX_1683	0	4	1	0	0	8	0	0	0	0	5	0	0	0	0	0	128	0	0	0	0	0	29	0	0	0	0	0	0	0
LT934125.1	+	75019	75651	NOV_TX_1684	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
LT934125.1	+	75067	75650	NOV_TX_1687	0	70	0	1	0	3	0	0	0	0	2	0	0	0	0	0	104	0	0	2	0	0	28	0	0	0	0	0	0	0
LT934125.1	+	75105	75650	NOV_TX_1692	0	0	2	1	0	9	0	0	0	0	2	0	0	0	0	0	35	1	0	2	0	0	4	0	0	0	0	0	0	0
LT934125.1	+	75154	75649	NOV_TX_1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	5	0	0	0
LT934125.1	+	75167	75649	NOV_TX_1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	177	0	1	0	0	0
LT934125.1	+	75167	75650	NOV_TX_1703	0	76	0	0	0	0	0	0	0	0	1	0	0	0	0	0	59	0	0	0	0	0	6	0	0	0	0	0	0	0
LT934125.1	+	75196	75648	NOV_TX_1707	0	0	0	0	0	0	0	92	0	0	0	16	41	5	0	0	0	0	0	0	0	40	0	21	0	0	0	42	178	0
LT934125.1	+	75196	75649	NOV_TX_1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	422	0	1	0	0	0
LT934125.1	+	75196	75650	NOV_TX_1706	0	134	1	0	0	13	0	0	1	0	1	0	0	0	0	0	189	0	1	2	0	0	72	0	0	0	0	0	0	0
LT934125.1	+	75237	75648	NOV_TX_1710	0	0	0	0	0	0	59	77	0	0	0	3	5	7	0	1	0	0	0	0	0	20	0	15	0	0	0	18	19	0
LT934125.1	+	75237	75650	NOV_TX_1711	0	152	0	0	0	2	0	0	0	0	2	0	0	0	0	0	149	0	0	0	0	0	13	0	0	0	0	0	0	0
LT934125.1	+	75237	75651	NOV_TX_1712	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
LT934125.1	+	75262	75648	NOV_TX_1715	0	0	0	0	0	0	12	42	0	0	0	1	11	5	0	0	0	0	0	0	0	20	0	12	0	0	0	4	40	0
LT934125.1	+	75262	75649	NOV_TX_1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	149	0	0	0	0	0
LT934125.1	+	75262	75650	NOV_TX_1714	0	49	0	0	0	1	0	0	0	0	2	0	0	0	0	0	69	0	0	0	0	0	19	0	0	0	0	0	0	0
LT934125.1	+	75358	75650	NOV_TX_1726	0	220	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	75382	75648	NOV_TX_1731	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	362	0
LT934125.1	+	75382	75650	NOV_TX_1730	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	75428	75650	NOV_TX_1734	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
LT934125.1	+	75458	75648	NOV_TX_1738	2	0	0	0	0	0	0	0	0	0	0	0	23	9	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
LT934125.1	+	75458	75650	NOV_TX_1739	0	586	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	75653	79996	NOV_TX_1752	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4
LT934125.1	+	76749	79996	NOV_TX_1756	0	11	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0
LT934125.1	+	76795	79996	NOV_TX_1757	0	6	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	+	77789	79996	NOV_TX_1769	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
LT934125.1	+	78278	79996	NOV_TX_1779	2	10	0	0	0	0	0	5	0	0	0	1	0	3	0	0	4	0	0	0	0	0	0	1	3	0	0	1	3	8
LT934125.1	+	78433	79996	NOV_TX_1783	1	10	1	1	0	2	8	16	0	0	0	1	3	0	0	0	4	0	0	1	0	3	3	0	5	0	0	0	2	8
LT934125.1	+	78825	79996	NOV_TX_1795	1	28	0	0	0	0	7	24	0	0	1	0	4	3	0	0	13	0	0	0	0	8	6	6	20	0	0	0	7	10
LT934125.1	+	79221	79996	NOV_TX_1809	1	15	0	0	0	0	0	0	0	0	0	1	15	0	0	0	8	0	0	0	0	0	14	7	0	0	0	0	0	0
LT934125.1	+	79260	79996	NOV_TX_1811	0	56	0	0	1	1	21	44	0	0	0	3	0	1	0	0	33	0	0	0	2	14	0	14	43	0	4	0	31	49
LT934125.1	+	79315	79996	NOV_TX_1812	1	195	2	0	0	7	52	119	1	1	5	0	61	1	0	1	118	0	2	1	8	25	0	16	139	0	3	29	77	154
LT934125.1	+	79347	79996	NOV_TX_1814	0	40	0	2	0	1	7	8	0	0	1	0	2	0	0	0	23	1	0	1	2	5	56	3	7	0	0	9	11	8
LT934125.1	+	79444	79996	NOV_TX_1816	61	4268	10	38	41	399	1245	4885	7	23	92	407	595	118	1	20	4443	20	51	60	157	706	1160	656	9776	13	121	794	3030	6940
LT934125.1	+	79550	79996	NOV_TX_1818	10	250	0	1	1	6	58	84	0	1	2	6	25	16	0	0	236	0	2	2	14	33	53	65	327	0	6	33	69	148
LT934125.1	+	79716	79996	NOV_TX_1823	2	221	0	0	0	0	0	0	0	0	2	0	0	6	0	0	193	6	0	11	0	0	0	17	0	0	0	0	0	0
LT934125.1	+	79862	79996	NOV_TX_1827	2	637	3	3	8	26	233	0	0	0	0	2	12	7	0	0	556	3	1	10	41	154	177	17	520	2	8	0	270	0
LT934125.1	+	81334	81799	NOV_TX_1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	+	81409	81798	NOV_TX_1840	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2
LT934125.1	+	81436	81799	NOV_TX_1844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	+	81478	86167	NOV_TX_1847	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
LT934125.1	+	81577	81798	NOV_TX_1849	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LT934125.1	+	81696	81798	NOV_TX_1852	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	3
