seqnames	strand	start	end	TSS	TES	NOV_TX_ID	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
LT934125.1	-	50041	51094	51094	50041	NOV_TX_958	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
LT934125.1	-	55270	55379	55379	55270	NOV_TX_971	0	0	0	0	29	170	125	0	0	0	6	17	0	829	0	0	0	32	177	173	1098	0	20	82	363	676
LT934125.1	-	55270	55450	55450	55270	NOV_TX_972	1065	0	0	0	21	157	129	0	0	0	36	25	0	619	0	0	8	36	95	171	1129	0	20	46	341	422
LT934125.1	-	55270	55562	55562	55270	NOV_TX_974	604	0	0	0	6	32	423	0	0	6	39	35	0	495	0	0	0	0	103	53	1172	0	12	32	70	353
LT934125.1	-	55270	55679	55679	55270	NOV_TX_976	238	0	0	0	6	39	275	0	0	0	9	22	0	221	0	0	0	21	33	66	455	0	8	22	109	205
LT934125.1	-	55270	55807	55807	55270	NOV_TX_978	481	0	0	0	12	78	182	0	0	0	21	47	0	379	0	0	0	18	80	76	684	0	9	36	224	451
LT934125.1	-	55270	55957	55957	55270	NOV_TX_981	108	0	0	0	8	6	90	0	0	0	20	18	0	383	0	0	0	17	23	10	116	0	5	48	41	58
LT934125.1	-	55270	56024	56024	55270	NOV_TX_984	0	0	0	0	5	0	0	0	0	0	0	22	0	0	0	0	0	14	0	0	340	0	5	21	105	0
LT934125.1	-	55270	56119	56119	55270	NOV_TX_985	370	0	0	0	8	37	303	0	0	0	19	59	0	303	0	0	0	15	71	36	587	0	16	30	176	212
LT934125.1	-	55270	56188	56188	55270	NOV_TX_988	12255	65	96	133	707	1585	10374	5	31	132	525	1915	16	7661	18	53	103	363	1578	1873	22598	6	325	684	3754	10086
LT934125.1	-	55270	56263	56263	55270	NOV_TX_991	75	0	0	0	0	7	44	0	0	0	0	0	0	59	0	0	0	0	0	0	82	0	0	0	31	32
LT934125.1	-	55270	56325	56325	55270	NOV_TX_994	46	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	12
LT934125.1	-	55270	56411	56411	55270	NOV_TX_996	0	0	0	0	0	0	40	0	0	0	0	5	0	8	0	0	0	0	16	5	94	0	0	0	0	40
LT934125.1	-	55270	56490	56490	55270	NOV_TX_999	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	5	18
LT934125.1	-	55270	56618	56618	55270	NOV_TX_1002	47	0	0	0	0	5	23	0	0	0	0	7	0	29	0	0	0	0	12	10	0	0	0	0	9	16
LT934125.1	-	55270	56703	56703	55270	NOV_TX_1005	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0
LT934125.1	-	55270	56785	56785	55270	NOV_TX_1006	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	-	55270	56872	56872	55270	NOV_TX_1008	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
LT934125.1	-	55270	57100	57100	55270	NOV_TX_1017	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	6
LT934125.1	-	55310	56188	56188	55310	NOV_TX_989	45	0	0	0	0	12	55	0	0	0	0	6	0	25	0	0	0	5	10	5	109	0	0	0	20	39
LT934125.1	-	55704	56188	56188	55704	NOV_TX_990	49	0	0	0	0	11	40	0	0	0	0	7	0	78	0	0	0	0	5	9	169	0	0	8	33	95
LT934125.1	-	55704	56946	56946	55704	NOV_TX_1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0
LT934125.1	-	56317	56946	56946	56317	NOV_TX_1011	63	0	0	0	0	8	12	0	0	0	0	0	0	54	0	0	0	5	5	0	120	0	0	5	18	50
LT934125.1	-	63164	63306	63306	63164	NOV_TX_1033	178	0	0	0	10	188	0	0	0	0	0	0	0	1338	0	0	0	15	166	167	1951	0	20	81	465	760
LT934125.1	-	63164	63498	63498	63164	NOV_TX_1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	5	6
LT934125.1	-	63164	64127	64127	63164	NOV_TX_1038	36	0	0	0	0	13	83	0	0	0	0	11	0	142	0	0	0	0	17	16	243	0	0	0	18	63
LT934125.1	-	63164	65752	65752	63164	NOV_TX_1066	7	0	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	20	0	0	0	0	11
LT934125.1	-	64133	64344	64344	64133	NOV_TX_1041	0	0	0	0	0	18	32	0	0	0	0	12	0	0	0	0	0	6	31	41	143	0	0	0	67	69
LT934125.1	-	64133	64466	64466	64133	NOV_TX_1044	0	0	0	0	0	80	102	0	0	0	0	33	0	0	0	0	0	29	140	0	0	0	0	0	179	0
LT934125.1	-	64133	64526	64526	64133	NOV_TX_1047	0	0	0	0	0	0	30	0	0	0	0	0	0	54	0	0	0	0	10	17	0	0	0	0	0	0
LT934125.1	-	64133	64636	64636	64133	NOV_TX_1049	30	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	11	16	155	0	0	9	0	0
LT934125.1	-	64133	64695	64695	64133	NOV_TX_1053	0	0	0	0	0	42	0	0	0	0	11	0	0	152	0	0	0	13	74	0	0	0	0	0	0	0
LT934125.1	-	64133	64784	64784	64133	NOV_TX_1055	0	0	0	0	0	6	26	0	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0
LT934125.1	-	64133	64926	64926	64133	NOV_TX_1056	0	0	0	0	0	5	45	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	11	0
LT934125.1	-	64133	65341	65341	64133	NOV_TX_1060	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	64133	65752	65752	64133	NOV_TX_1069	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	6	14	0	0	0	0	0	16	0
LT934125.1	-	64133	65880	65880	64133	NOV_TX_1070	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
LT934125.1	-	71548	71771	71771	71548	NOV_TX_1076	0	0	0	0	0	0	11	0	0	0	0	0	0	27	0	0	0	0	15	0	0	0	0	0	6	0
LT934125.1	-	71548	71882	71882	71548	NOV_TX_1077	32	0	0	0	0	0	37	0	0	0	0	5	0	50	0	0	0	0	16	22	36	0	0	8	17	38
LT934125.1	-	71548	71962	71962	71548	NOV_TX_1078	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	15	0	0
LT934125.1	-	71548	72049	72049	71548	NOV_TX_1079	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
LT934125.1	-	71548	72174	72174	71548	NOV_TX_1080	17	0	0	0	0	0	26	0	0	0	0	0	0	25	0	0	0	0	0	6	40	0	0	0	7	13
LT934125.1	-	71548	72256	72256	71548	NOV_TX_1081	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	5	0	0	0	0	0	0
LT934125.1	-	71548	72658	72658	71548	NOV_TX_1084	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	71548	72730	72730	71548	NOV_TX_1085	15	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	10	10
LT934125.1	-	71548	72870	72870	71548	NOV_TX_1086	12	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	5	20	0	0	0	0	14
LT934125.1	-	71548	73108	73108	71548	NOV_TX_1088	16	0	0	0	0	5	17	0	0	0	0	7	0	6	0	0	0	0	0	7	11	0	0	0	5	19
LT934125.1	-	71548	74345	74345	71548	NOV_TX_1090	12	0	0	0	0	5	8	0	0	0	0	8	0	13	0	0	0	0	0	0	21	0	0	0	20	56
LT934125.1	-	80352	80436	80436	80352	NOV_TX_1093	203	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	9	54	319
LT934125.1	-	80352	80491	80491	80352	NOV_TX_1094	694	0	0	0	22	138	100	0	0	0	6	116	0	424	0	0	0	15	96	135	1501	0	0	136	237	632
LT934125.1	-	80352	80636	80636	80352	NOV_TX_1095	155	0	0	0	7	39	106	0	0	0	8	9	0	187	0	0	0	6	18	47	461	0	0	15	53	160
LT934125.1	-	80352	80835	80835	80352	NOV_TX_1096	258	0	0	0	7	33	130	0	0	0	8	20	0	152	0	0	0	8	39	69	424	0	6	13	95	175
LT934125.1	-	80352	81051	81051	80352	NOV_TX_1098	135	0	0	0	6	39	228	0	0	0	0	18	0	148	0	0	0	5	17	53	1072	0	0	12	23	320
LT934125.1	-	80352	81271	81271	80352	NOV_TX_1099	70	0	0	0	0	26	29	0	0	0	8	0	0	86	0	0	0	0	6	0	126	0	0	15	20	154
LT934125.1	-	80352	81401	81401	80352	NOV_TX_1100	57	0	0	0	0	0	30	0	0	0	0	0	0	41	0	0	0	0	5	8	190	0	0	0	22	39
LT934125.1	-	80352	81490	81490	80352	NOV_TX_1101	71	0	0	0	0	0	19	0	0	0	0	0	0	44	0	0	0	0	0	0	61	0	0	0	19	0
LT934125.1	-	80352	81576	81576	80352	NOV_TX_1102	37	0	0	0	0	5	31	0	0	0	0	0	0	28	0	0	0	0	0	0	73	0	0	0	0	22
LT934125.1	-	80352	81688	81688	80352	NOV_TX_1104	21	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	5	34
LT934125.1	-	80352	81743	81743	80352	NOV_TX_1105	0	0	0	0	8	21	0	0	0	0	0	31	0	85	0	0	0	0	0	44	0	0	0	0	179	0
LT934125.1	-	80352	81897	81897	80352	NOV_TX_1106	69	0	0	0	16	14	69	0	0	5	0	8	0	31	0	0	0	5	21	13	50	0	0	7	38	86
LT934125.1	-	80352	82026	82026	80352	NOV_TX_1107	16	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	30	0	0	0	0	7
LT934125.1	-	86133	86308	86308	86133	NOV_TX_1109	0	0	0	0	0	9	35	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
LT934125.1	-	86133	86360	86360	86133	NOV_TX_1110	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	10	0	0
LT934125.1	-	86133	86517	86517	86133	NOV_TX_1111	0	0	0	0	0	0	21	0	0	0	0	0	0	65	0	0	0	0	15	18	16	0	0	0	53	23
LT934125.1	-	86133	86719	86719	86133	NOV_TX_1112	24	0	0	0	0	9	13	0	0	0	0	5	0	19	0	0	0	0	9	0	0	0	0	0	9	0
LT934125.1	-	86133	86908	86908	86133	NOV_TX_1113	29	0	0	0	0	0	44	0	0	0	0	6	0	13	0	0	0	0	0	5	0	0	0	6	8	0
LT934125.1	-	86133	86986	86986	86133	NOV_TX_1114	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	86133	87214	87214	86133	NOV_TX_1115	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	18
LT934125.1	-	86133	87250	87250	86133	NOV_TX_1116	31	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	86133	87447	87447	86133	NOV_TX_1118	73	0	0	0	8	16	39	0	0	0	6	10	0	22	0	0	0	7	19	11	0	0	0	9	17	25
LT934125.1	-	86133	89154	89154	86133	NOV_TX_1126	42	0	0	0	0	20	39	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	22
LT934125.1	-	92069	92198	92198	92069	NOV_TX_1128	490	0	0	0	11	35	58	0	0	0	0	0	0	446	0	0	0	0	11	95	392	0	0	0	140	215
LT934125.1	-	92069	92271	92271	92069	NOV_TX_1129	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
LT934125.1	-	92069	92304	92304	92069	NOV_TX_1130	554	0	0	0	0	0	250	0	0	0	43	63	0	1003	0	0	0	20	155	159	1079	0	0	55	248	516
LT934125.1	-	92069	92362	92362	92069	NOV_TX_1131	137	0	0	0	0	22	0	0	0	0	38	0	0	242	0	0	0	14	0	0	724	0	0	12	154	190
LT934125.1	-	92069	92476	92476	92069	NOV_TX_1132	127	0	0	0	0	29	71	0	0	0	0	23	0	209	0	0	0	12	11	48	299	0	10	13	77	107
LT934125.1	-	92069	92622	92622	92069	NOV_TX_1134	489	0	0	0	0	0	377	0	0	0	19	40	0	304	0	0	0	0	0	102	507	0	0	29	108	210
LT934125.1	-	92069	92691	92691	92069	NOV_TX_1136	90	0	0	0	0	8	99	0	0	0	0	23	0	260	0	0	0	8	16	23	179	0	0	0	35	0
LT934125.1	-	92069	92775	92775	92069	NOV_TX_1137	189	0	0	0	5	28	109	0	0	0	18	26	0	228	0	0	0	7	0	26	273	0	0	20	55	114
LT934125.1	-	92069	92830	92830	92069	NOV_TX_1139	86	0	0	0	9	0	57	0	0	0	5	11	0	166	0	0	0	11	0	0	329	0	0	12	88	159
LT934125.1	-	92069	93126	93126	92069	NOV_TX_1143	56	0	0	0	0	15	126	0	0	0	5	25	0	0	0	0	0	0	9	17	0	0	0	15	18	0
LT934125.1	-	92069	93242	93242	92069	NOV_TX_1144	48	0	0	0	0	7	16	0	0	0	5	0	0	93	0	0	0	0	0	0	0	0	0	20	13	22
LT934125.1	-	92069	93392	93392	92069	NOV_TX_1146	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	18	0	0	0	5	0	9
LT934125.1	-	92069	93460	93460	92069	NOV_TX_1148	83	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	13	0	29	0	0	0	20	30
LT934125.1	-	92069	94338	94338	92069	NOV_TX_1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0
LT934125.1	-	92069	94459	94459	92069	NOV_TX_1160	0	0	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	92445	92933	92933	92445	NOV_TX_1141	17	0	0	0	0	0	19	0	0	0	0	0	0	19	0	0	0	0	9	0	81	0	0	0	11	23
LT934125.1	-	93229	93460	93460	93229	NOV_TX_1150	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
LT934125.1	-	93229	93654	93654	93229	NOV_TX_1152	12	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	6	7	0	42	0	0	6	24	22
LT934125.1	-	93229	94947	94947	93229	NOV_TX_1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	8	10
LT934125.1	-	95889	96041	96041	95889	NOV_TX_1168	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	52	0	0	0	44	0	0
LT934125.1	-	95889	96090	96090	95889	NOV_TX_1169	98	0	0	0	5	62	0	0	0	0	0	23	0	91	0	0	0	14	39	56	0	0	0	66	106	142
LT934125.1	-	95889	96153	96153	95889	NOV_TX_1170	74	0	0	0	0	27	80	0	0	6	13	0	0	87	0	0	0	9	17	65	0	0	13	33	96	83
LT934125.1	-	95889	96243	96243	95889	NOV_TX_1171	0	0	0	0	0	0	54	0	0	10	0	34	0	0	0	5	0	0	0	0	0	0	0	0	0	83
LT934125.1	-	95889	96314	96314	95889	NOV_TX_1172	0	0	0	0	6	35	134	0	0	9	39	64	0	0	0	0	0	0	38	28	0	0	32	53	94	113
LT934125.1	-	95889	96453	96453	95889	NOV_TX_1173	83	0	0	0	0	23	26	0	0	5	5	20	0	0	0	0	0	7	17	17	0	0	13	19	71	50
LT934125.1	-	95889	96597	96597	95889	NOV_TX_1174	152	0	0	0	16	34	143	0	5	0	18	36	0	61	0	0	0	0	23	26	59	0	0	13	64	79
LT934125.1	-	95889	96675	96675	95889	NOV_TX_1176	42	0	0	0	5	12	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	20	42	0	28
LT934125.1	-	95889	96736	96736	95889	NOV_TX_1177	0	0	0	0	0	0	311	0	0	0	0	152	0	0	0	0	0	0	65	0	0	0	33	0	26	0
LT934125.1	-	95889	96785	96785	95889	NOV_TX_1178	0	0	0	0	0	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	34
LT934125.1	-	95889	96841	96841	95889	NOV_TX_1179	65	0	0	0	0	24	56	0	0	8	7	23	0	40	0	0	0	7	29	29	0	0	11	23	39	0
LT934125.1	-	95889	96978	96978	95889	NOV_TX_1180	67	0	0	0	0	39	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	16
LT934125.1	-	95889	97216	97216	95889	NOV_TX_1181	22	0	0	0	0	6	16	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	7	13
LT934125.1	-	95889	97361	97361	95889	NOV_TX_1182	243	37	13	16	108	166	405	26	34	43	37	132	28	78	22	33	18	26	109	53	144	0	189	127	224	380
LT934125.1	-	95889	97537	97537	95889	NOV_TX_1184	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	102362	102511	102511	102362	NOV_TX_1188	150	0	0	0	0	39	19	0	0	0	6	7	0	113	0	0	0	0	53	85	0	43	12	58	96	351
LT934125.1	-	102362	102635	102635	102362	NOV_TX_1189	78	0	0	0	0	11	24	0	0	0	8	0	0	0	0	0	0	0	27	12	0	0	11	12	57	78
LT934125.1	-	102362	102796	102796	102362	NOV_TX_1190	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	16	6	0	9	0	0	0	0
LT934125.1	-	102362	102952	102952	102362	NOV_TX_1191	0	0	0	0	0	7	55	0	0	7	5	9	0	0	0	0	0	6	48	11	0	8	0	0	14	168
LT934125.1	-	102362	103055	103055	102362	NOV_TX_1192	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
LT934125.1	-	102362	103119	103119	102362	NOV_TX_1193	0	0	0	0	0	12	44	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	30	0
LT934125.1	-	102362	103389	103389	102362	NOV_TX_1195	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
LT934125.1	-	102362	103735	103735	102362	NOV_TX_1198	11	0	0	0	0	0	16	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	10	12
LT934125.1	-	102362	107370	107370	102362	NOV_TX_1217	19	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12	27
LT934125.1	-	117251	118401	118401	117251	NOV_TX_1219	7	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	126752	126933	126933	126752	NOV_TX_1224	1001	0	0	12	24	212	512	0	5	13	78	40	0	703	0	0	7	0	211	236	604	0	10	116	402	1011
LT934125.1	-	126752	127069	127069	126752	NOV_TX_1225	1408	0	0	0	19	418	818	0	0	5	275	493	0	850	0	17	0	102	154	270	1080	0	26	183	1275	1821
LT934125.1	-	126752	127165	127165	126752	NOV_TX_1226	291	0	0	0	7	68	0	0	0	9	45	44	0	153	0	0	0	0	81	43	131	0	0	28	230	238
LT934125.1	-	126752	127176	127176	126752	NOV_TX_1227	291	0	0	0	7	68	0	0	0	9	45	44	0	153	0	0	0	0	81	43	131	0	0	28	230	238
LT934125.1	-	126752	127279	127279	126752	NOV_TX_1230	196	0	0	0	0	49	0	0	0	0	23	44	0	128	0	0	0	9	52	38	172	0	5	20	153	293
LT934125.1	-	126752	127478	127478	126752	NOV_TX_1232	95	0	0	0	0	24	76	0	0	0	19	18	0	69	0	0	0	10	51	16	53	0	8	12	81	94
LT934125.1	-	126752	127665	127665	126752	NOV_TX_1234	51	0	0	0	0	15	44	0	0	0	13	0	0	26	0	0	0	0	0	14	35	0	0	6	40	53
LT934125.1	-	126752	127773	127773	126752	NOV_TX_1236	48	0	0	0	0	22	29	0	0	0	7	13	0	31	0	0	0	8	7	10	39	0	0	7	44	52
LT934125.1	-	126752	127892	127892	126752	NOV_TX_1238	131	0	0	0	7	0	40	0	0	0	23	10	0	122	0	0	0	0	43	7	113	0	0	26	149	180
LT934125.1	-	126752	127965	127965	126752	NOV_TX_1240	50	0	0	0	0	0	18	0	0	0	0	0	0	37	0	0	0	0	9	0	21	0	0	15	21	22
LT934125.1	-	126752	128152	128152	126752	NOV_TX_1242	62	0	0	0	0	13	0	0	0	0	0	5	0	0	0	0	0	0	10	5	38	0	0	7	32	22
LT934125.1	-	126752	128240	128240	126752	NOV_TX_1244	170	0	0	0	8	65	38	0	0	0	6	0	0	0	0	0	0	0	92	44	111	0	0	38	165	92
LT934125.1	-	126752	128296	128296	126752	NOV_TX_1246	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
LT934125.1	-	126752	128731	128731	126752	NOV_TX_1248	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	15	0	0	12	20	43
LT934125.1	-	127089	127279	127279	127089	NOV_TX_1231	14	0	0	0	0	7	0	0	0	0	0	0	0	37	0	0	0	0	9	5	93	0	0	0	74	127
LT934125.1	-	127089	127478	127478	127089	NOV_TX_1233	7	0	0	0	0	10	0	0	0	0	0	0	0	12	0	0	0	0	10	8	14	0	0	0	15	25
LT934125.1	-	127089	127665	127665	127089	NOV_TX_1235	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	16	14	0	0	0	16	15
LT934125.1	-	127089	127773	127773	127089	NOV_TX_1237	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	12	0	0	0	13	18
LT934125.1	-	127089	127892	127892	127089	NOV_TX_1239	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	24	0	0	10	32	40
LT934125.1	-	127089	127965	127965	127089	NOV_TX_1241	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	5
LT934125.1	-	127089	128240	128240	127089	NOV_TX_1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	13	12
LT934125.1	-	127089	128731	128731	127089	NOV_TX_1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	11
LT934125.1	-	134888	135024	135024	134888	NOV_TX_1250	0	0	0	0	0	14	13	0	0	0	0	0	0	67	0	0	0	8	21	0	94	0	0	0	0	0
LT934125.1	-	134888	135088	135088	134888	NOV_TX_1251	31	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	19	104	0
LT934125.1	-	134888	135140	135140	134888	NOV_TX_1252	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	18	0	108
LT934125.1	-	134888	135388	135388	134888	NOV_TX_1253	14	0	0	0	0	8	63	0	0	0	8	23	0	49	0	0	0	8	19	9	97	0	0	9	56	70
LT934125.1	-	134888	135466	135466	134888	NOV_TX_1254	0	0	0	0	0	18	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	80
LT934125.1	-	134888	135497	135497	134888	NOV_TX_1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	70	0
LT934125.1	-	134888	135546	135546	134888	NOV_TX_1256	0	0	0	0	0	0	35	0	0	0	0	0	0	18	0	0	0	0	0	0	44	0	0	0	0	28
LT934125.1	-	134888	135619	135619	134888	NOV_TX_1257	0	0	0	0	0	0	36	0	0	0	0	15	0	0	0	0	0	0	0	0	42	0	0	0	35	0
LT934125.1	-	134888	135664	135664	134888	NOV_TX_1258	0	0	0	0	0	0	0	0	0	0	0	6	0	21	0	0	0	0	6	8	54	0	0	0	23	25
LT934125.1	-	134888	135728	135728	134888	NOV_TX_1259	0	0	0	0	0	0	0	0	0	0	0	8	0	45	0	0	0	8	0	7	48	0	0	0	31	47
LT934125.1	-	134888	135778	135778	134888	NOV_TX_1260	0	0	0	0	0	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	134888	135821	135821	134888	NOV_TX_1261	0	0	0	0	0	6	0	0	0	0	0	14	0	103	0	0	0	0	0	0	33	0	0	0	65	21
LT934125.1	-	134888	135899	135899	134888	NOV_TX_1262	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	19	20
LT934125.1	-	134888	135971	135971	134888	NOV_TX_1263	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	17	0
LT934125.1	-	134888	136050	136050	134888	NOV_TX_1264	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	15
LT934125.1	-	134888	136103	136103	134888	NOV_TX_1265	9	0	0	0	0	12	33	0	0	0	0	0	0	38	0	0	0	0	12	7	272	0	0	11	37	80
LT934125.1	-	134888	136285	136285	134888	NOV_TX_1267	17	0	0	0	0	10	44	0	0	0	0	12	0	27	0	0	0	0	12	15	95	0	0	19	93	147
LT934125.1	-	134888	136409	136409	134888	NOV_TX_1268	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	16	0	0	0	0	9
