gene	Kinetic_class	hpi	Time	cell_line	group	mean	sd	varcoeff	cluster
UL1-2-3-3.5	E/L	8h	8	C6	C6_dcDNA_8h	0.041833415092834	0.00286840286942759	0.068567265260611	
UL1-2-3-3.5	E/L	8h	8	NRK	NRK_dcDNA_8h	0.0441124519167887	0.00150738965085097	0.0341715226733355	
UL1-2-3-3.5	E/L	8h	8	PC-12	PC-12_dcDNA_8h	0.039972868395134	0.00592691680253299	0.148273492508596	
UL1-2-3-3.5	E/L	8h	8	PK-15	PK-15_dcDNA_8h	0.038132573959907	0.00410085113341615	0.107541944001153	
UL10	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	0	0		cluster_8
UL10	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	0.0140033122260844	0.00376478061946394	0.268849294986879	cluster_8
UL10	L	12h	12	C6	C6_dcDNA_12h	0.0478814316143212	0.00303743659413207	0.0634366285995422	cluster_8
UL10	L	12h	12	NRK	NRK_dcDNA_12h	0.0375476616672829	0.00276266485481395	0.0735775473661838	cluster_8
UL10	L	12h	12	PC-12	PC-12_dcDNA_12h	0.0455544250797593	0.00284120573841452	0.0623694785619612	cluster_8
UL10	L	12h	12	PK-15	PK-15_dcDNA_12h	0.0797831817915738	0.00239016126018463	0.0299582093182083	cluster_8
UL10	L	1h	1	C6	C6_dcDNA_1h	0.0118363154080894	0.00410739564169374	0.347016406717801	cluster_8
UL10	L	1h	1	NRK	NRK_dcDNA_1h	0	0		cluster_8
UL10	L	1h	1	PC-12	PC-12_dcDNA_1h	0.00372003036759484	0.00441303541278027	1.18629015806489	cluster_8
UL10	L	1h	1	PK-15	PK-15_dcDNA_1h	0.00404533670947127	0.00359462665459862	0.888585280474327	cluster_8
UL10	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	0.0112740835419254	0.00223157817702243	0.197938765374921	cluster_8
UL10	L	2h	2	C6	C6_dcDNA_2h	0.0213949396345946	0.000612586472683872	0.0286323066643922	cluster_8
UL10	L	2h	2	NRK	NRK_dcDNA_2h	0.00581813030588188	0.00639069603703087	1.09841060633691	cluster_8
UL10	L	2h	2	PC-12	PC-12_dcDNA_2h	0.0137294265355322	0.000709494415428561	0.0516769155355737	cluster_8
UL10	L	2h	2	PK-15	PK-15_dcDNA_2h	0.0155334483482692	0.0246416956231316	1.58636350864599	cluster_8
UL10	L	4h	4	C6	C6_dcDNA_4h	0.0272358605146766	0.00571853850883528	0.209963570115721	cluster_8
UL10	L	4h	4	NRK	NRK_dcDNA_4h	0.0156773366857903	0.0023494211411767	0.14986098648415	cluster_8
UL10	L	4h	4	PC-12	PC-12_dcDNA_4h	0.0190691017605818	0.00138701002681453	0.0727359916701299	cluster_8
UL10	L	4h	4	PK-15	PK-15_dcDNA_4h	0.0245379878523957	0.0028451518385967	0.115948864907393	cluster_8
UL10	L	6h	6	C6	C6_dcDNA_6h	0.0420973329855254	0.000302877305135009	0.00719469105653676	cluster_8
UL10	L	6h	6	NRK	NRK_dcDNA_6h	0.0193173728347189	0.00270161062706591	0.139853936152764	cluster_8
UL10	L	6h	6	PC-12	PC-12_dcDNA_6h	0.0293258700076994	0.00142691609544702	0.0486572468292463	cluster_8
UL10	L	6h	6	PK-15	PK-15_dcDNA_6h	0.0357140810408501	0.00485417973471785	0.135917811497532	cluster_8
UL10	L	8h	8	C6	C6_dcDNA_8h	0.0401221628503544	0.00218893155822669	0.0545566690008926	cluster_8
UL10	L	8h	8	NRK	NRK_dcDNA_8h	0.0232785931540226	0.001632196100179	0.070115753532853	cluster_8
UL10	L	8h	8	PC-12	PC-12_dcDNA_8h	0.0359344366199281	0.00103835413573747	0.0288957956046439	cluster_8
UL10	L	8h	8	PK-15	PK-15_dcDNA_8h	0.0476602073898866	0.00466912306805566	0.0979669062255578	cluster_8
UL14-13-12-11	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	0.0844827586206897	0.0219446932092377	0.259753511456283	
UL14-13-12-11	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	0.0567552204586113	0.0103013945037895	0.181505673320426	
UL14-13-12-11	L	12h	12	C6	C6_dcDNA_12h	0.0441390234034234	0.00219243836513803	0.0496712023983744	
UL14-13-12-11	L	12h	12	NRK	NRK_dcDNA_12h	0.0503950595397527	0.00125287651840598	0.0248610980887458	
UL14-13-12-11	L	12h	12	PC-12	PC-12_dcDNA_12h	0.0407205076517311	0.00192618519744926	0.0473025831093089	
UL14-13-12-11	L	12h	12	PK-15	PK-15_dcDNA_12h	0.0363099067167787	0.00235347466056057	0.0648163235151756	
UL14-13-12-11	L	1h	1	C6	C6_dcDNA_1h	0.0549178577554671	0.0199244939660107	0.362805374796821	
UL14-13-12-11	L	1h	1	NRK	NRK_dcDNA_1h	0.076494672424905	0.0369293502480853	0.482770225394964	
UL14-13-12-11	L	1h	1	PC-12	PC-12_dcDNA_1h	0.0585702556295227	0.00900471714907122	0.153742152092168	
UL14-13-12-11	L	1h	1	PK-15	PK-15_dcDNA_1h	0.0271986700200544	0.00191195037638824	0.070295730452206	
UL14-13-12-11	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	0.0583514633733056	0.00253583458255876	0.0434579432281872	
UL14-13-12-11	L	2h	2	C6	C6_dcDNA_2h	0.0724620371663165	0.00215059484002416	0.0296789177357527	
UL14-13-12-11	L	2h	2	NRK	NRK_dcDNA_2h	0.0682839782668609	0.0117890919195331	0.172647994723742	
UL14-13-12-11	L	2h	2	PC-12	PC-12_dcDNA_2h	0.0596054401648945	0.00433329868165855	0.0726997178390222	
UL14-13-12-11	L	2h	2	PK-15	PK-15_dcDNA_2h	0.0291699055913489	0.0052909875980133	0.1813851464635	
UL14-13-12-11	L	4h	4	C6	C6_dcDNA_4h	0.0461046151534214	0.00408446261374056	0.0885911876750033	
UL14-13-12-11	L	4h	4	NRK	NRK_dcDNA_4h	0.0517427675563217	0.00777245729847907	0.150213404994597	
UL14-13-12-11	L	4h	4	PC-12	PC-12_dcDNA_4h	0.0481845190182188	0.000917250562878166	0.0190362087568281	
UL14-13-12-11	L	4h	4	PK-15	PK-15_dcDNA_4h	0.0587343007119966	0.00943924750699749	0.160710988171678	
UL14-13-12-11	L	6h	6	C6	C6_dcDNA_6h	0.0641737625227993	0.0062918030004636	0.0980432306462985	
UL14-13-12-11	L	6h	6	NRK	NRK_dcDNA_6h	0.0489503622492101	0.0018997773930024	0.0388102826150803	
UL14-13-12-11	L	6h	6	PC-12	PC-12_dcDNA_6h	0.0470563213592374	0.00263056719760167	0.0559025253487069	
UL14-13-12-11	L	6h	6	PK-15	PK-15_dcDNA_6h	0.0485699746840046	0.0043357871879451	0.0892688788938775	
UL14-13-12-11	L	8h	8	C6	C6_dcDNA_8h	0.0647173115730043	0.00270358790597418	0.04177534326228	
UL14-13-12-11	L	8h	8	NRK	NRK_dcDNA_8h	0.0472556109920025	0.00293532905668059	0.0621159899334994	
UL14-13-12-11	L	8h	8	PC-12	PC-12_dcDNA_8h	0.0486832625635286	0.00512842239453514	0.105342619300481	
UL14-13-12-11	L	8h	8	PK-15	PK-15_dcDNA_8h	0.0461352744399307	0.00534676885798924	0.115893292559707	
UL15	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	0	0		cluster_6
UL15	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	0.0052495043080549	0.000731667600885744	0.139378417075125	cluster_6
UL15	L	12h	12	C6	C6_dcDNA_12h	0.00363532853306445	0.000456554014640692	0.125588103107653	cluster_6
UL15	L	12h	12	NRK	NRK_dcDNA_12h	0.00423824194777586	0.00126030518226116	0.297365086229336	cluster_6
UL15	L	12h	12	PC-12	PC-12_dcDNA_12h	0.00351818789448137	0.000266340216966912	0.0757038068901019	cluster_6
UL15	L	12h	12	PK-15	PK-15_dcDNA_12h	0.00175222513706294	8.8667209974563e-05	0.0506026355284378	cluster_6
UL15	L	1h	1	C6	C6_dcDNA_1h	0	0		cluster_6
UL15	L	1h	1	NRK	NRK_dcDNA_1h	0.00387596899224806	0.00671337522313518	1.73205080756888	cluster_6
UL15	L	1h	1	PC-12	PC-12_dcDNA_1h	0.000854700854700855	0.00148038530561443	1.73205080756888	cluster_6
UL15	L	1h	1	PK-15	PK-15_dcDNA_1h	0	0		cluster_6
UL15	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	0.00375287167326056	0.00211326170243731	0.563105239514166	cluster_6
UL15	L	2h	2	C6	C6_dcDNA_2h	0.00327943034301546	0.00115023518268991	0.350742373638057	cluster_6
UL15	L	2h	2	NRK	NRK_dcDNA_2h	0.000799360511590727	0.00138453301963939	1.73205080756888	cluster_6
UL15	L	2h	2	PC-12	PC-12_dcDNA_2h	0.00209216996090418	0.00264547305792975	1.26446374212659	cluster_6
UL15	L	2h	2	PK-15	PK-15_dcDNA_2h	0.00207694826377046	0.000883984777495608	0.425617138816369	cluster_6
UL15	L	4h	4	C6	C6_dcDNA_4h	0.0047757768054156	0.00278040358281351	0.582188761346763	cluster_6
UL15	L	4h	4	NRK	NRK_dcDNA_4h	0.00213673223899399	0.000737905675973302	0.345343072242276	cluster_6
UL15	L	4h	4	PC-12	PC-12_dcDNA_4h	0.00280974506753498	0.00103048757354376	0.36675482962866	cluster_6
UL15	L	4h	4	PK-15	PK-15_dcDNA_4h	0.00298698439869893	0.000507357262731736	0.169856013627902	cluster_6
UL15	L	6h	6	C6	C6_dcDNA_6h	0.00313953327034787	0.00029195874446335	0.0929943145437665	cluster_6
UL15	L	6h	6	NRK	NRK_dcDNA_6h	0.00248124070262598	0.000396823325467828	0.15992939542216	cluster_6
UL15	L	6h	6	PC-12	PC-12_dcDNA_6h	0.00439817548775086	0.0003968866222982	0.0902389237090582	cluster_6
UL15	L	6h	6	PK-15	PK-15_dcDNA_6h	0.00300009542825238	0.000531373400502541	0.177118832787288	cluster_6
UL15	L	8h	8	C6	C6_dcDNA_8h	0.0040744860866521	0.000460473319250105	0.113013840140135	cluster_6
UL15	L	8h	8	NRK	NRK_dcDNA_8h	0.00426060858824804	0.000529400608215197	0.12425469208212	cluster_6
UL15	L	8h	8	PC-12	PC-12_dcDNA_8h	0.00429519178253821	0.000568841701301612	0.13243685732828	cluster_6
UL15	L	8h	8	PK-15	PK-15_dcDNA_8h	0.0032784075455749	0.000450616499470239	0.1374498115948	cluster_6
UL17-16	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	0	0		
UL17-16	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	0.00150829562594269	0.00261244465696663	1.73205080756888	
UL17-16	L	12h	12	C6	C6_dcDNA_12h	0.000230649893600893	9.06118418169475e-05	0.392854470480435	
UL17-16	L	12h	12	NRK	NRK_dcDNA_12h	0.000313820695107745	6.04373891419844e-05	0.19258573473376	
UL17-16	L	12h	12	PC-12	PC-12_dcDNA_12h	0.000337499480053723	5.45877491036835e-05	0.161741728002052	
UL17-16	L	12h	12	PK-15	PK-15_dcDNA_12h	0.000440135622276203	0.000189216517667301	0.429905029474211	
UL17-16	L	1h	1	C6	C6_dcDNA_1h	0	0		
UL17-16	L	1h	1	NRK	NRK_dcDNA_1h	0	0		
UL17-16	L	1h	1	PC-12	PC-12_dcDNA_1h	0	0		
UL17-16	L	1h	1	PK-15	PK-15_dcDNA_1h	0	0		
UL17-16	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	0	0		
UL17-16	L	2h	2	C6	C6_dcDNA_2h	0	0		
UL17-16	L	2h	2	NRK	NRK_dcDNA_2h	0	0		
UL17-16	L	2h	2	PC-12	PC-12_dcDNA_2h	0	0		
UL17-16	L	2h	2	PK-15	PK-15_dcDNA_2h	6.51423360041691e-05	0.000112829835682944	1.73205080756888	
UL17-16	L	4h	4	C6	C6_dcDNA_4h	0.000300842358604091	0.000521074250171142	1.73205080756888	
UL17-16	L	4h	4	NRK	NRK_dcDNA_4h	0	0		
UL17-16	L	4h	4	PC-12	PC-12_dcDNA_4h	0.000733231210240498	0.000162406911142542	0.221494814833745	
UL17-16	L	4h	4	PK-15	PK-15_dcDNA_4h	0.000503498623874564	0.000105372936467971	0.209281478581007	
UL17-16	L	6h	6	C6	C6_dcDNA_6h	0.000203583061889251	0.000352616206752622	1.73205080756888	
UL17-16	L	6h	6	NRK	NRK_dcDNA_6h	0.000527449018150651	0.000312600223220994	0.592664338094775	
UL17-16	L	6h	6	PC-12	PC-12_dcDNA_6h	0.000306425874284494	0.000161010786666765	0.525447751573609	
UL17-16	L	6h	6	PK-15	PK-15_dcDNA_6h	0.000417145319502551	0.000138982913500877	0.333176250584845	
UL17-16	L	8h	8	C6	C6_dcDNA_8h	0.000334346029595501	0.000125152565567434	0.374320477855969	
UL17-16	L	8h	8	NRK	NRK_dcDNA_8h	0.000253161039533563	0.000253968231383552	1.00318845210731	
UL17-16	L	8h	8	PC-12	PC-12_dcDNA_8h	0.000418631529049595	0.000286991316843181	0.685546350258729	
