gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method
UL42	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	16181.229774	16181.229774			dcDNA	NRK_2h	WO
UL42	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	8672.448301	8672.448301			dcDNA	PC_12_2h	WO
UL42	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	6879.073136	6879.073136			dcDNA	PK_15_2h	WO
UL42	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	9458.749343	9458.749343			dcDNA	C6_4h	WO
UL42	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	7930.134512	7930.134512			dcDNA	PC_12_4h	WO
UL42	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	10067.386541	10067.386541			dcDNA	PK_15_4h	WO
UL42	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	8883.139286	8883.139286			dcDNA	C6_6h	WO
UL42	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	8181.866638	8181.866638			dcDNA	PC_12_6h	WO
UL42	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	7548.44797	7548.44797			dcDNA	PK_15_6h	WO
UL42	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	6521.388216	6521.388216			dcDNA	C6_8h	WO
UL42	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	5752.26895	5752.26895			dcDNA	PC_12_8h	WO
UL42	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	7504.418879	7504.418879			dcDNA	PK_15_8h	WO
UL43	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	32258.064516	32258.064516			dcDNA	PC_12_0.5h	WO
UL43	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	33185.840708	33185.840708			dcDNA	PC_12_1.5h	WO
UL43	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	4238.088245	4238.088245			dcDNA	C6_12h	WO
UL43	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	3146.607329	3146.607329			dcDNA	PC_12_12h	WO
UL43	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	4176.201373	4176.201373			dcDNA	PK_15_12h	WO
UL43	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	18489.984592	18489.984592			dcDNA	C6_1h	WO
UL43	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	30303.030303	30303.030303			dcDNA	NRK_1h	WO
UL43	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	13363.028953	13363.028953			dcDNA	PC_12_1h	WO
UL43	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	2923.976608	2923.976608			dcDNA	PK_15_1h	WO
UL43	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	17024.426351	17024.426351			dcDNA	PC_12_2.5h	WO
UL43	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	4956.629492	4956.629492			dcDNA	C6_2h	WO
UL43	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	25889.967638	25889.967638			dcDNA	NRK_2h	WO
UL43	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	12008.005337	12008.005337			dcDNA	PC_12_2h	WO
UL43	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	17016.654599	17016.654599			dcDNA	PK_15_2h	WO
UL43	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	8933.263269	8933.263269			dcDNA	C6_4h	WO
UL43	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	5520.979723	5520.979723			dcDNA	PC_12_4h	WO
UL43	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	10473.329545	10473.329545			dcDNA	PK_15_4h	WO
UL43	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	10694.264771	10694.264771			dcDNA	C6_6h	WO
UL43	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	6689.408879	6689.408879			dcDNA	PC_12_6h	WO
UL43	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	8217.808206	8217.808206			dcDNA	PK_15_6h	WO
UL43	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	7877.320419	7877.320419			dcDNA	C6_8h	WO
UL43	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	9491.243769	9491.243769			dcDNA	PC_12_8h	WO
UL43	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	9802.674574	9802.674574			dcDNA	PK_15_8h	WO
UL44	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL44	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL44	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	6916.615965	6916.615965			dcDNA	C6_12h	WO
UL44	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	5556.048517	5556.048517			dcDNA	PC_12_12h	WO
UL44	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	18185.354691	18185.354691			dcDNA	PK_15_12h	WO
UL44	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL44	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL44	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	2227.171492	2227.171492			dcDNA	PC_12_1h	WO
UL44	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL44	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	1480.3849	1480.3849			dcDNA	PC_12_2.5h	WO
UL44	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL44	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL44	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL44	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	5430.847212	5430.847212			dcDNA	PK_15_2h	WO
UL44	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	5254.860747	5254.860747			dcDNA	C6_4h	WO
UL44	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	2208.391892	2208.391892			dcDNA	PC_12_4h	WO
UL44	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	1014.857514	1014.857514			dcDNA	PK_15_4h	WO
UL44	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	5260.888314	5260.888314			dcDNA	C6_6h	WO
UL44	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	4797.18565	4797.18565			dcDNA	PC_12_6h	WO
UL44	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	2806.474245	2806.474245			dcDNA	PK_15_6h	WO
UL44	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	2841.000807	2841.000807			dcDNA	C6_8h	WO
UL44	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	5752.268951	5752.268951			dcDNA	PC_12_8h	WO
UL44	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	7197.399989	7197.399989			dcDNA	PK_15_8h	WO
UL26.5	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	161290.32258	161290.32258			dcDNA	PC_12_0.5h	WO
UL26.5	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	30973.451329	30973.451329			dcDNA	PC_12_1.5h	WO
UL26.5	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	70362.05582	70362.05582			dcDNA	C6_12h	WO
UL26.5	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	28626.618524	28626.618524			dcDNA	PC_12_12h	WO
UL26.5	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	40439.359267	40439.359267			dcDNA	PK_15_12h	WO
UL26.5	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	67796.610169	67796.610169			dcDNA	C6_1h	WO
UL26.5	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	30303.030303	30303.030303			dcDNA	NRK_1h	WO
UL26.5	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	22271.714922	22271.714922			dcDNA	PC_12_1h	WO
UL26.5	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	5847.953216	5847.953216			dcDNA	PK_15_1h	WO
UL26.5	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	34789.045151	34789.045151			dcDNA	PC_12_2.5h	WO
UL26.5	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	69392.812887	69392.812887			dcDNA	C6_2h	WO
UL26.5	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	32362.459547	32362.459547			dcDNA	NRK_2h	WO
UL26.5	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	38025.350235	38025.350235			dcDNA	PC_12_2h	WO
UL26.5	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	30774.800868	30774.800868			dcDNA	PK_15_2h	WO
UL26.5	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	42038.885969	42038.885969			dcDNA	C6_4h	WO
UL26.5	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	23991.166434	23991.166434			dcDNA	PC_12_4h	WO
UL26.5	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	28578.387595	28578.387595			dcDNA	PK_15_4h	WO
UL26.5	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	38896.075895	38896.075895			dcDNA	C6_6h	WO
UL26.5	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	26624.380365	26624.380365			dcDNA	PC_12_6h	WO
UL26.5	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	27467.963449	27467.963449			dcDNA	PK_15_6h	WO
UL26.5	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	43228.410006	43228.410006			dcDNA	C6_8h	WO
UL26.5	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	28729.387703	28729.387703			dcDNA	PC_12_8h	WO
UL26.5	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	34693.13462	34693.13462			dcDNA	PK_15_8h	WO
UL26	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL26	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL26	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	7832.770353	7832.770353			dcDNA	C6_12h	WO
UL26	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	3242.165904	3242.165904			dcDNA	PC_12_12h	WO
UL26	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	4691.075514	4691.075514			dcDNA	PK_15_12h	WO
UL26	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	1540.832049	1540.832049			dcDNA	C6_1h	WO
UL26	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL26	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	2227.171492	2227.171492			dcDNA	PC_12_1h	WO
UL26	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL26	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	740.19245	740.19245			dcDNA	PC_12_2.5h	WO
UL26	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	2478.314746	2478.314746			dcDNA	C6_2h	WO
UL26	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL26	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	2001.334223	2001.334223			dcDNA	PC_12_2h	WO
UL26	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	1448.225923	1448.225923			dcDNA	PK_15_2h	WO
UL26	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	4729.374672	4729.374672			dcDNA	C6_4h	WO
UL26	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	5420.598274	5420.598274			dcDNA	PC_12_4h	WO
UL26	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	2354.469434	2354.469434			dcDNA	PK_15_4h	WO
UL26	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	4743.42389	4743.42389			dcDNA	C6_6h	WO
UL26	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	4983.742869	4983.742869			dcDNA	PC_12_6h	WO
UL26	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	2677.440948	2677.440948			dcDNA	PK_15_6h	WO
UL26	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	3131.557708	3131.557708			dcDNA	C6_8h	WO
UL26	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	3898.760067	3898.760067			dcDNA	PC_12_8h	WO
UL26	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	4039.491401	4039.491401			dcDNA	PK_15_8h	WO
UL25	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL25	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL25	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	1426.683171	1426.683171			dcDNA	C6_12h	WO
UL25	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	580.177057	580.177057			dcDNA	PC_12_12h	WO
UL25	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	475.972541	475.972541			dcDNA	PK_15_12h	WO
UL25	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL25	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL25	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL25	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL25	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL25	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL25	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL25	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL25	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	362.056481	362.056481			dcDNA	PK_15_2h	WO
UL25	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	1050.97215	1050.97215			dcDNA	C6_4h	WO
UL25	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	401.525799	401.525799			dcDNA	PC_12_4h	WO
UL25	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	81.188602	81.188602			dcDNA	PK_15_4h	WO
UL25	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	1466.149202	1466.149202			dcDNA	C6_6h	WO
UL25	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	373.11444	373.11444			dcDNA	PC_12_6h	WO
UL25	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	508.068613	508.068613			dcDNA	PK_15_6h	WO
UL25	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	613.397901	613.397901			dcDNA	C6_8h	WO
UL25	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	798.926243	798.926243			dcDNA	PC_12_8h	WO
UL25	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	745.617306	745.617306			dcDNA	PK_15_8h	WO
UL24	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL24	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL24	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	1195.896189	1195.896189			dcDNA	C6_12h	WO
UL24	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	723.514917	723.514917			dcDNA	PC_12_12h	WO
UL24	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	279.176201	279.176201			dcDNA	PK_15_12h	WO
UL24	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL24	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL24	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL24	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL24	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL24	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL24	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL24	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL24	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO
UL24	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	525.486075	525.486075			dcDNA	C6_4h	WO
UL24	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	401.525799	401.525799			dcDNA	PC_12_4h	WO
UL24	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	771.291711	771.291711			dcDNA	PK_15_4h	WO
UL24	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	344.976283	344.976283			dcDNA	C6_6h	WO
UL24	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	453.067534	453.067534			dcDNA	PC_12_6h	WO
UL24	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	717.747724	717.747724			dcDNA	PK_15_6h	WO
UL24	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	0	0			dcDNA	C6_8h	WO
UL24	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	479.355747	479.355747			dcDNA	PC_12_8h	WO
UL24	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	675.441559	675.441559			dcDNA	PK_15_8h	WO
UL23	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL23	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	53097.345133	53097.345133			dcDNA	PC_12_1.5h	WO
UL23	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	3552.72084	3552.72084			dcDNA	C6_12h	WO
UL23	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	1965.776379	1965.776379			dcDNA	PC_12_12h	WO
UL23	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	1210.526316	1210.526316			dcDNA	PK_15_12h	WO
UL23	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	29275.808936	29275.808936			dcDNA	C6_1h	WO
UL23	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	60606.060606	60606.060606			dcDNA	NRK_1h	WO
UL23	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	26726.057906	26726.057906			dcDNA	PC_12_1h	WO
UL23	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	5847.953216	5847.953216			dcDNA	PK_15_1h	WO
UL23	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	25906.735751	25906.735751			dcDNA	PC_12_2.5h	WO
UL23	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	76827.757126	76827.757126			dcDNA	C6_2h	WO
UL23	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	38834.951457	38834.951457			dcDNA	NRK_2h	WO
UL23	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	22681.787858	22681.787858			dcDNA	PC_12_2h	WO
UL23	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	14844.315713	14844.315713			dcDNA	PK_15_2h	WO
UL23	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	12611.665791	12611.665791			dcDNA	C6_4h	WO
UL23	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO
UL23	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	15791.182918	15791.182918			dcDNA	PK_15_4h	WO
UL23	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	0	0			dcDNA	C6_6h	WO
UL23	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	0	0			dcDNA	PC_12_6h	WO
UL23	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	0	0			dcDNA	PK_15_6h	WO
UL23	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	8490.718321	8490.718321			dcDNA	C6_8h	WO
UL23	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	5848.140099	5848.140099			dcDNA	PC_12_8h	WO
UL23	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	4627.213276	4627.213276			dcDNA	PK_15_8h	WO
UL22	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL22	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL22	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	1580.541161	1580.541161			dcDNA	C6_12h	WO
UL22	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	1276.389525	1276.389525			dcDNA	PC_12_12h	WO
UL22	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	917.620138	917.620138			dcDNA	PK_15_12h	WO
UL22	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL22	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL22	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	2227.171492	2227.171492			dcDNA	PC_12_1h	WO
UL22	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL22	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL22	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	2478.314746	2478.314746			dcDNA	C6_2h	WO
UL22	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL22	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	2001.334223	2001.334223			dcDNA	PC_12_2h	WO
UL22	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	2896.451847	2896.451847			dcDNA	PK_15_2h	WO
UL22	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	2101.944299	2101.944299			dcDNA	C6_4h	WO
UL22	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	2208.391891	2208.391891			dcDNA	PC_12_4h	WO
UL22	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	690.103109	690.103109			dcDNA	PK_15_4h	WO
UL22	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	2069.857698	2069.857698			dcDNA	C6_6h	WO
UL22	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	1492.457758	1492.457758			dcDNA	PC_12_6h	WO
UL22	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	1088.718458	1088.718458			dcDNA	PK_15_6h	WO
UL22	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	1097.659401	1097.659401			dcDNA	C6_8h	WO
UL22	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	1757.637736	1757.637736			dcDNA	PC_12_8h	WO
UL22	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	1521.936501	1521.936501			dcDNA	PK_15_8h	WO
CTO-S	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
CTO-S	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	22123.893806	22123.893806			dcDNA	PC_12_1.5h	WO
CTO-S	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	62480.330655	62480.330655			dcDNA	C6_12h	WO
CTO-S	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	313684.670358	313684.670358			dcDNA	PC_12_12h	WO
CTO-S	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	347922.196798	347922.196798			dcDNA	PK_15_12h	WO
