gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	libtype	sample_name	norm.method	mean	sd	varcoeff	cluster
UL39	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	71	NRK_2h_2	0	dcDNA	NRK_2h_2	viral_read.count	0	0		cluster_1
UL39	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	122	NRK_2h_3	0	dcDNA	NRK_2h_3	viral_read.count	0	0		cluster_1
UL39	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	439	PC-12_2h_1	0	dcDNA	PC-12_2h_1	viral_read.count	0	0		cluster_1
UL39	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	399	PC-12_2h_2	0	dcDNA	PC-12_2h_2	viral_read.count	0	0		cluster_1
UL39	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	503	PC-12_2h_3	0	dcDNA	PC-12_2h_3	viral_read.count	0	0		cluster_1
UL39	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	482	PK-15_2h_1	0	dcDNA	PK-15_2h_1	viral_read.count	0	0		cluster_1
UL39	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	405	PK-15_2h_2	0	dcDNA	PK-15_2h_2	viral_read.count	0	0		cluster_1
UL39	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	1652	PK-15_2h_3	0	dcDNA	PK-15_2h_3	viral_read.count	0	0		cluster_1
UL39	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	680	C6_4h_1	0	dcDNA	C6_4h_1	viral_read.count	0	0		cluster_1
UL39	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	686	C6_4h_2	0	dcDNA	C6_4h_2	viral_read.count	0	0		cluster_1
UL39	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	312	C6_4h_3	0	dcDNA	C6_4h_3	viral_read.count	0	0		cluster_1
UL39	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2800	PC-12_4h_1	0	dcDNA	PC-12_4h_1	viral_read.count	0	0		cluster_1
UL39	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2646	PC-12_4h_2	0	dcDNA	PC-12_4h_2	viral_read.count	0	0		cluster_1
UL39	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2996	PC-12_4h_3	0	dcDNA	PC-12_4h_3	viral_read.count	0	0		cluster_1
UL39	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	7826	PK-15_4h_1	0	dcDNA	PK-15_4h_1	viral_read.count	0	0		cluster_1
UL39	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	8046	PK-15_4h_2	0	dcDNA	PK-15_4h_2	viral_read.count	0	0		cluster_1
UL39	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	6633	PK-15_4h_3	0	dcDNA	PK-15_4h_3	viral_read.count	0	0		cluster_1
UL39	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	2759	C6_6h_1	0.000362450163102573	dcDNA	C6_6h_1	viral_read.count	0.000120816721034191	0.000209260699235094	1.73205080756888	cluster_1
UL39	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	4220	C6_6h_2	0	dcDNA	C6_6h_2	viral_read.count	0.000120816721034191	0.000209260699235094	1.73205080756888	cluster_1
UL39	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	3628	C6_6h_3	0	dcDNA	C6_6h_3	viral_read.count	0.000120816721034191	0.000209260699235094	1.73205080756888	cluster_1
UL39	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	7517	PC-12_6h_1	0	dcDNA	PC-12_6h_1	viral_read.count	0	0		cluster_1
UL39	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	13589	PC-12_6h_2	0	dcDNA	PC-12_6h_2	viral_read.count	0	0		cluster_1
UL39	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	11724	PC-12_6h_3	0	dcDNA	PC-12_6h_3	viral_read.count	0	0		cluster_1
UL39	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	37872	PK-15_6h_1	0	dcDNA	PK-15_6h_1	viral_read.count	0	0		cluster_1
UL39	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	30337	PK-15_6h_2	0	dcDNA	PK-15_6h_2	viral_read.count	0	0		cluster_1
UL39	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	44912	PK-15_6h_3	0	dcDNA	PK-15_6h_3	viral_read.count	0	0		cluster_1
UL39	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	10124	C6_8h_1	0	dcDNA	C6_8h_1	viral_read.count	0	0		cluster_1
UL39	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	10414	C6_8h_2	0	dcDNA	C6_8h_2	viral_read.count	0	0		cluster_1
UL39	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	8495	C6_8h_3	0	dcDNA	C6_8h_3	viral_read.count	0	0		cluster_1
UL39	E	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	+	14035	PC-12_8h_1	0	dcDNA	PC-12_8h_1	viral_read.count	3.18796225452691e-05	4.50845945668546e-05	1.4142135623731	cluster_1
UL39	E	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	+	15684	PC-12_8h_2	6.37592450905381e-05	dcDNA	PC-12_8h_2	viral_read.count	3.18796225452691e-05	4.50845945668546e-05	1.4142135623731	cluster_1
UL39	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	69419	PK-15_8h_1	1.44052780938936e-05	dcDNA	PK-15_8h_1	viral_read.count	4.8017593646312e-06	8.31689118526089e-06	1.73205080756888	cluster_1
UL39	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	74319	PK-15_8h_2	0	dcDNA	PK-15_8h_2	viral_read.count	4.8017593646312e-06	8.31689118526089e-06	1.73205080756888	cluster_1
UL39	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	70167	PK-15_8h_3	0	dcDNA	PK-15_8h_3	viral_read.count	4.8017593646312e-06	8.31689118526089e-06	1.73205080756888	cluster_1
UL4	L	""		C6	C6_dRNA	LT934125.1	+	3	C6_dRNA	0	dcDNA	C6_dRNA	viral_read.count	0			cluster_1
UL4	L	""		PC-12	PC-12_dRNA	LT934125.1	+	20	PC-12_dRNA	0	dcDNA	PC-12_dRNA	viral_read.count	0			cluster_1
UL4	L	""		PK-15	PK-15_dRNA	LT934125.1	+	68	PK-15_dRNA	0	dcDNA	PK-15_dRNA	viral_read.count	0			cluster_1
UL4	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	13	PC-12_0.5h_1	0	dcDNA	PC-12_0.5h_1	viral_read.count	0	0		cluster_1
UL4	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	13	PC-12_0.5h_2	0	dcDNA	PC-12_0.5h_2	viral_read.count	0	0		cluster_1
UL4	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	2	PC-12_0.5h_3	0	dcDNA	PC-12_0.5h_3	viral_read.count	0	0		cluster_1
UL4	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	138	PC-12_1.5h_1	0	dcDNA	PC-12_1.5h_1	viral_read.count	0	0		cluster_1
UL4	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	129	PC-12_1.5h_2	0	dcDNA	PC-12_1.5h_2	viral_read.count	0	0		cluster_1
UL4	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	152	PC-12_1.5h_3	0	dcDNA	PC-12_1.5h_3	viral_read.count	0	0		cluster_1
UL4	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	56266	C6_12h_1	0.00191945402196708	dcDNA	C6_12h_1	viral_read.count	0.00207092117670208	0.000172881539809313	0.0834805021814615	cluster_1
UL4	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	49131	C6_12h_2	0.00225926604384197	dcDNA	C6_12h_2	viral_read.count	0.00207092117670208	0.000172881539809313	0.0834805021814615	cluster_1
UL4	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	28023	C6_12h_3	0.00203404346429718	dcDNA	C6_12h_3	viral_read.count	0.00207092117670208	0.000172881539809313	0.0834805021814615	cluster_1
UL4	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	40118	PC-12_12h_1	0.00137095568074181	dcDNA	PC-12_12h_1	viral_read.count	0.0014065860378657	3.79162211386023e-05	0.0269562046813253	cluster_1
UL4	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	64296	PC-12_12h_2	0.00144643523702874	dcDNA	PC-12_12h_2	viral_read.count	0.0014065860378657	3.79162211386023e-05	0.0269562046813253	cluster_1
UL4	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	35654	PC-12_12h_3	0.00140236719582656	dcDNA	PC-12_12h_3	viral_read.count	0.0014065860378657	3.79162211386023e-05	0.0269562046813253	cluster_1
UL4	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	137055	PK-15_12h_1	0.000992302360366276	dcDNA	PK-15_12h_1	viral_read.count	0.00107871949755503	9.78098022100822e-05	0.0906721371327514	cluster_1
UL4	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	155287	PK-15_12h_2	0.00118490279289316	dcDNA	PK-15_12h_2	viral_read.count	0.00107871949755503	9.78098022100822e-05	0.0906721371327514	cluster_1
UL4	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	135039	PK-15_12h_3	0.00105895333940565	dcDNA	PK-15_12h_3	viral_read.count	0.00107871949755503	9.78098022100822e-05	0.0906721371327514	cluster_1
UL4	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	246	C6_1h_1	0	dcDNA	C6_1h_1	viral_read.count	0	0		cluster_1
UL4	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	240	C6_1h_2	0	dcDNA	C6_1h_2	viral_read.count	0	0		cluster_1
UL4	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	102	C6_1h_3	0	dcDNA	C6_1h_3	viral_read.count	0	0		cluster_1
UL4	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	25	NRK_1h_1	0	dcDNA	NRK_1h_1	viral_read.count	0	0		cluster_1
UL4	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	54	NRK_1h_2	0	dcDNA	NRK_1h_2	viral_read.count	0	0		cluster_1
UL4	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	20	NRK_1h_3	0	dcDNA	NRK_1h_3	viral_read.count	0	0		cluster_1
UL4	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	154	PC-12_1h_1	0	dcDNA	PC-12_1h_1	viral_read.count	0	0		cluster_1
UL4	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	93	PC-12_1h_2	0	dcDNA	PC-12_1h_2	viral_read.count	0	0		cluster_1
UL4	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	158	PC-12_1h_3	0	dcDNA	PC-12_1h_3	viral_read.count	0	0		cluster_1
UL4	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	129	PK-15_1h_1	0	dcDNA	PK-15_1h_1	viral_read.count	0	0		cluster_1
UL4	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	76	PK-15_1h_2	0	dcDNA	PK-15_1h_2	viral_read.count	0	0		cluster_1
UL4	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	52	PK-15_1h_3	0	dcDNA	PK-15_1h_3	viral_read.count	0	0		cluster_1
UL4	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	478	PC-12_2.5h_1	0.00209205020920502	dcDNA	PC-12_2.5h_1	viral_read.count	0.00397521389805755	0.00173355930242369	0.436092081301783	cluster_1
UL4	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	231	PC-12_2.5h_2	0.00432900432900433	dcDNA	PC-12_2.5h_2	viral_read.count	0.00397521389805755	0.00173355930242369	0.436092081301783	cluster_1
UL4	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	545	PC-12_2.5h_3	0.0055045871559633	dcDNA	PC-12_2.5h_3	viral_read.count	0.00397521389805755	0.00173355930242369	0.436092081301783	cluster_1
UL4	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	+	243	C6_2h_1	0	dcDNA	C6_2h_1	viral_read.count	0.00534188034188035	0.00755455962806142	1.4142135623731	cluster_1
UL4	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	+	468	C6_2h_2	0.0106837606837607	dcDNA	C6_2h_2	viral_read.count	0.00534188034188035	0.00755455962806142	1.4142135623731	cluster_1
UL4	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	99	NRK_2h_1	0	dcDNA	NRK_2h_1	viral_read.count	0.00273224043715847	0.00473237925565267	1.73205080756888	cluster_1
UL4	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	71	NRK_2h_2	0	dcDNA	NRK_2h_2	viral_read.count	0.00273224043715847	0.00473237925565267	1.73205080756888	cluster_1
UL4	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	122	NRK_2h_3	0.00819672131147541	dcDNA	NRK_2h_3	viral_read.count	0.00273224043715847	0.00473237925565267	1.73205080756888	cluster_1
UL4	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	439	PC-12_2h_1	0	dcDNA	PC-12_2h_1	viral_read.count	0.000662690523525513	0.00114781365644061	1.73205080756888	cluster_1
UL4	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	399	PC-12_2h_2	0	dcDNA	PC-12_2h_2	viral_read.count	0.000662690523525513	0.00114781365644061	1.73205080756888	cluster_1
UL4	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	503	PC-12_2h_3	0.00198807157057654	dcDNA	PC-12_2h_3	viral_read.count	0.000662690523525513	0.00114781365644061	1.73205080756888	cluster_1
UL4	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	482	PK-15_2h_1	0	dcDNA	PK-15_2h_1	viral_read.count	0.00102482089299415	0.00128691076814057	1.25574212717374	cluster_1
UL4	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	405	PK-15_2h_2	0.00246913580246914	dcDNA	PK-15_2h_2	viral_read.count	0.00102482089299415	0.00128691076814057	1.25574212717374	cluster_1
UL4	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	1652	PK-15_2h_3	0.000605326876513317	dcDNA	PK-15_2h_3	viral_read.count	0.00102482089299415	0.00128691076814057	1.25574212717374	cluster_1
UL4	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	680	C6_4h_1	0.00735294117647059	dcDNA	C6_4h_1	viral_read.count	0.00390870633967873	0.00369840997171821	0.946197961758926	cluster_1
UL4	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	686	C6_4h_2	0.0043731778425656	dcDNA	C6_4h_2	viral_read.count	0.00390870633967873	0.00369840997171821	0.946197961758926	cluster_1
UL4	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	312	C6_4h_3	0	dcDNA	C6_4h_3	viral_read.count	0.00390870633967873	0.00369840997171821	0.946197961758926	cluster_1
UL4	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2800	PC-12_4h_1	0.00214285714285714	dcDNA	PC-12_4h_1	viral_read.count	0.00213770035532385	0.00013252700229989	0.0619951257293088	cluster_1
UL4	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2646	PC-12_4h_2	0.00226757369614512	dcDNA	PC-12_4h_2	viral_read.count	0.00213770035532385	0.00013252700229989	0.0619951257293088	cluster_1
UL4	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2996	PC-12_4h_3	0.00200267022696929	dcDNA	PC-12_4h_3	viral_read.count	0.00213770035532385	0.00013252700229989	0.0619951257293088	cluster_1
UL4	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	7826	PK-15_4h_1	0.00217224635829287	dcDNA	PK-15_4h_1	viral_read.count	0.00222090280887911	0.000738820202213078	0.332666607138004	cluster_1
UL4	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	8046	PK-15_4h_2	0.00298284862043251	dcDNA	PK-15_4h_2	viral_read.count	0.00222090280887911	0.000738820202213078	0.332666607138004	cluster_1
UL4	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	6633	PK-15_4h_3	0.00150761344791196	dcDNA	PK-15_4h_3	viral_read.count	0.00222090280887911	0.000738820202213078	0.332666607138004	cluster_1
UL4	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	2759	C6_6h_1	0.00181225081551287	dcDNA	C6_6h_1	viral_read.count	0.00197101902583279	0.000206948940116231	0.104995911964265	cluster_1
UL4	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	4220	C6_6h_2	0.0018957345971564	dcDNA	C6_6h_2	viral_read.count	0.00197101902583279	0.000206948940116231	0.104995911964265	cluster_1
UL4	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	3628	C6_6h_3	0.00220507166482911	dcDNA	C6_6h_3	viral_read.count	0.00197101902583279	0.000206948940116231	0.104995911964265	cluster_1
UL4	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	7517	PC-12_6h_1	0.00186244512438473	dcDNA	PC-12_6h_1	viral_read.count	0.00185565163524156	6.13401439876511e-05	0.0330558510135801	cluster_1
UL4	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	13589	PC-12_6h_2	0.00191331223783943	dcDNA	PC-12_6h_2	viral_read.count	0.00185565163524156	6.13401439876511e-05	0.0330558510135801	cluster_1
UL4	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	11724	PC-12_6h_3	0.00179119754350051	dcDNA	PC-12_6h_3	viral_read.count	0.00185565163524156	6.13401439876511e-05	0.0330558510135801	cluster_1
UL4	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	37872	PK-15_6h_1	0.0019539501478665	dcDNA	PK-15_6h_1	viral_read.count	0.0016166188525525	0.000321517608679092	0.198882753452642	cluster_1
UL4	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	30337	PK-15_6h_2	0.00158222632429047	dcDNA	PK-15_6h_2	viral_read.count	0.0016166188525525	0.000321517608679092	0.198882753452642	cluster_1
UL4	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	44912	PK-15_6h_3	0.00131368008550053	dcDNA	PK-15_6h_3	viral_read.count	0.0016166188525525	0.000321517608679092	0.198882753452642	cluster_1
UL4	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	10124	C6_8h_1	0.00246937969182141	dcDNA	C6_8h_1	viral_read.count	0.0028851437870241	0.000448754031712957	0.155539572665745	cluster_1
UL4	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	10414	C6_8h_2	0.00336086038025735	dcDNA	C6_8h_2	viral_read.count	0.0028851437870241	0.000448754031712957	0.155539572665745	cluster_1
UL4	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	8495	C6_8h_3	0.00282519128899353	dcDNA	C6_8h_3	viral_read.count	0.0028851437870241	0.000448754031712957	0.155539572665745	cluster_1
UL4	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	+	14035	PC-12_8h_1	0.00199501246882793	dcDNA	PC-12_8h_1	viral_read.count	0.00179449679804569	0.000283571981088582	0.158023119014427	cluster_1
UL4	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	+	15684	PC-12_8h_2	0.00159398112726345	dcDNA	PC-12_8h_2	viral_read.count	0.00179449679804569	0.000283571981088582	0.158023119014427	cluster_1
UL4	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	69419	PK-15_8h_1	0.00121004335988706	dcDNA	PK-15_8h_1	viral_read.count	0.00123721849513656	0.000175946380303588	0.14221124320015	cluster_1
UL4	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	74319	PK-15_8h_2	0.00107644074866454	dcDNA	PK-15_8h_2	viral_read.count	0.00123721849513656	0.000175946380303588	0.14221124320015	cluster_1
UL4	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	70167	PK-15_8h_3	0.00142517137685807	dcDNA	PK-15_8h_3	viral_read.count	0.00123721849513656	0.000175946380303588	0.14221124320015	cluster_1
UL40	E	""		C6	C6_dRNA	LT934125.1	+	3	C6_dRNA	0	dcDNA	C6_dRNA	viral_read.count	0			cluster_9
UL40	E	""		PC-12	PC-12_dRNA	LT934125.1	+	20	PC-12_dRNA	0	dcDNA	PC-12_dRNA	viral_read.count	0			cluster_9
UL40	E	""		PK-15	PK-15_dRNA	LT934125.1	+	68	PK-15_dRNA	0	dcDNA	PK-15_dRNA	viral_read.count	0			cluster_9
UL40	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	13	PC-12_0.5h_1	0.0769230769230769	dcDNA	PC-12_0.5h_1	viral_read.count	0.0512820512820513	0.0444115591684327	0.866025403784439	cluster_9
UL40	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	13	PC-12_0.5h_2	0.0769230769230769	dcDNA	PC-12_0.5h_2	viral_read.count	0.0512820512820513	0.0444115591684327	0.866025403784439	cluster_9
UL40	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	2	PC-12_0.5h_3	0	dcDNA	PC-12_0.5h_3	viral_read.count	0.0512820512820513	0.0444115591684327	0.866025403784439	cluster_9
UL40	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	138	PC-12_1.5h_1	0.0652173913043478	dcDNA	PC-12_1.5h_1	viral_read.count	0.0653607814615744	0.0266730756851666	0.408089913992961	cluster_9
UL40	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	129	PC-12_1.5h_2	0.0387596899224806	dcDNA	PC-12_1.5h_2	viral_read.count	0.0653607814615744	0.0266730756851666	0.408089913992961	cluster_9
UL40	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	152	PC-12_1.5h_3	0.0921052631578947	dcDNA	PC-12_1.5h_3	viral_read.count	0.0653607814615744	0.0266730756851666	0.408089913992961	cluster_9
UL40	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	56266	C6_12h_1	0.0197277218924395	dcDNA	C6_12h_1	viral_read.count	0.0203968671044577	0.00301650949049272	0.147890824362604	cluster_9
UL40	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	49131	C6_12h_2	0.0236917628381266	dcDNA	C6_12h_2	viral_read.count	0.0203968671044577	0.00301650949049272	0.147890824362604	cluster_9
UL40	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	28023	C6_12h_3	0.017771116582807	dcDNA	C6_12h_3	viral_read.count	0.0203968671044577	0.00301650949049272	0.147890824362604	cluster_9
UL40	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	40118	PC-12_12h_1	0.0116905129866893	dcDNA	PC-12_12h_1	viral_read.count	0.0120540032914355	0.00143033084325015	0.118660233340604	cluster_9
UL40	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	64296	PC-12_12h_2	0.0108404877441832	dcDNA	PC-12_12h_2	viral_read.count	0.0120540032914355	0.00143033084325015	0.118660233340604	cluster_9
UL40	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	35654	PC-12_12h_3	0.0136310091434341	dcDNA	PC-12_12h_3	viral_read.count	0.0120540032914355	0.00143033084325015	0.118660233340604	cluster_9
UL40	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	137055	PK-15_12h_1	0.00404946919120061	dcDNA	PK-15_12h_1	viral_read.count	0.00343667320904033	0.00100160320274043	0.291445575944103	cluster_9
UL40	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	155287	PK-15_12h_2	0.00397972785873898	dcDNA	PK-15_12h_2	viral_read.count	0.00343667320904033	0.00100160320274043	0.291445575944103	cluster_9
UL40	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	135039	PK-15_12h_3	0.00228082257718141	dcDNA	PK-15_12h_3	viral_read.count	0.00343667320904033	0.00100160320274043	0.291445575944103	cluster_9
UL40	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	246	C6_1h_1	0.0569105691056911	dcDNA	C6_1h_1	viral_read.count	0.0482185557149689	0.0163026870655257	0.338099862673089	cluster_9
UL40	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	240	C6_1h_2	0.0583333333333333	dcDNA	C6_1h_2	viral_read.count	0.0482185557149689	0.0163026870655257	0.338099862673089	cluster_9
UL40	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	102	C6_1h_3	0.0294117647058824	dcDNA	C6_1h_3	viral_read.count	0.0482185557149689	0.0163026870655257	0.338099862673089	cluster_9
UL40	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	25	NRK_1h_1	0.24	dcDNA	NRK_1h_1	viral_read.count	0.0966666666666667	0.126622799421484	1.30989102849811	cluster_9
UL40	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	54	NRK_1h_2	0	dcDNA	NRK_1h_2	viral_read.count	0.0966666666666667	0.126622799421484	1.30989102849811	cluster_9
UL40	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	20	NRK_1h_3	0.05	dcDNA	NRK_1h_3	viral_read.count	0.0966666666666667	0.126622799421484	1.30989102849811	cluster_9
UL40	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	154	PC-12_1h_1	0.0454545454545455	dcDNA	PC-12_1h_1	viral_read.count	0.0476364296290797	0.0272874970629536	0.572828343253834	cluster_9
UL40	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	93	PC-12_1h_2	0.021505376344086	dcDNA	PC-12_1h_2	viral_read.count	0.0476364296290797	0.0272874970629536	0.572828343253834	cluster_9
UL40	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	158	PC-12_1h_3	0.0759493670886076	dcDNA	PC-12_1h_3	viral_read.count	0.0476364296290797	0.0272874970629536	0.572828343253834	cluster_9
UL40	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	129	PK-15_1h_1	0.0155038759689922	dcDNA	PK-15_1h_1	viral_read.count	0.0223744363891243	0.0139811318140416	0.624870793207444	cluster_9
UL40	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	76	PK-15_1h_2	0.0131578947368421	dcDNA	PK-15_1h_2	viral_read.count	0.0223744363891243	0.0139811318140416	0.624870793207444	cluster_9
UL40	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	52	PK-15_1h_3	0.0384615384615385	dcDNA	PK-15_1h_3	viral_read.count	0.0223744363891243	0.0139811318140416	0.624870793207444	cluster_9
UL40	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	478	PC-12_2.5h_1	0.0669456066945607	dcDNA	PC-12_2.5h_1	viral_read.count	0.0634844305567119	0.010253698518197	0.161515168810362	cluster_9
